GO	Ngenes	GOclass	nChild	nParent	MchildGO	Mchild	MparentGO	Mparent	Level	Term
GO:0016740	872	CC	4	1	GO:0016772	0.488532110091743	GO:0003824	0.254970760233918	3	transferase activity
GO:0016741	87	CC	1	1	GO:0008168	1	GO:0016740	0.0997706422018349	4	transferase activity, transferring one-carbon groups
GO:0016757	164	CC	2	1	GO:0016758	0.74390243902439	GO:0016740	0.188073394495413	4	transferase activity, transferring glycosyl groups
GO:0016758	122	CC	1	1	GO:0015020	0.0327868852459016	GO:0016757	0.74390243902439	5	transferase activity, transferring hexosyl groups
GO:0016765	1	CC	1	1	GO:0004418	1	GO:0016740	0.00114678899082569	4	transferase activity, transferring alkyl or aryl (other than methyl) groups
GO:0016772	426	CC	4	1	GO:0016301	0.774647887323944	GO:0016740	0.488532110091743	4	transferase activity, transferring phosphorus-containing groups
GO:0016773	319	CC	2	1	GO:0004672	0.730407523510972	GO:0016772	0.748826291079812	5	phosphotransferase activity, alcohol group as acceptor
GO:0016776	6	CC	1	1	GO:0004550	1	GO:0016772	0.0140845070422535	5	phosphotransferase activity, phosphate group as acceptor
GO:0016779	81	CC	2	1	GO:0034061	0.246913580246914	GO:0016772	0.190140845070423	5	nucleotidyltransferase activity
GO:0016787	1419	CC	7	1	GO:0016817	0.346723044397463	GO:0003824	0.414912280701754	3	hydrolase activity
GO:0016788	159	CC	3	1	GO:0004518	0.408805031446541	GO:0016787	0.112050739957717	4	hydrolase activity, acting on ester bonds
GO:0016790	31	CC	1	1	GO:0004221	1	GO:0016788	0.19496855345912	5	thiolester hydrolase activity
GO:0016791	36	CC	1	1	GO:0004721	1	GO:0042578	0.5625	6	phosphatase activity
GO:0016798	148	CC	1	1	GO:0004553	1	GO:0016787	0.104298801973221	4	hydrolase activity, acting on glycosyl bonds
GO:0016817	492	CC	2	1	GO:0016818	0.991869918699187	GO:0016787	0.346723044397463	4	hydrolase activity, acting on acid anhydrides
GO:0016818	488	CC	1	1	GO:0016462	0.991803278688525	GO:0016817	0.991869918699187	5	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
GO:0016820	96	CC	1	2	GO:0042626	1	GO:0022857	0.39344262295082	4	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances
GO:0016822	1	CC	1	1	GO:0016823	1	GO:0016787	0.000704721634954193	4	hydrolase activity, acting on acid carbon-carbon bonds
GO:0016823	1	CC	1	1	GO:0004334	1	GO:0016822	1	5	hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances
GO:0016829	14	CC	2	1	GO:0016849	0.714285714285714	GO:0003824	0.00409356725146199	3	lyase activity
GO:0016835	4	CC	2	1	GO:0016836	0.5	GO:0016829	0.285714285714286	4	carbon-oxygen lyase activity
GO:0016836	2	CC	1	1	GO:0008446	1	GO:0016835	0.5	5	hydro-lyase activity
GO:0016838	2	CC	1	1	GO:0003874	1	GO:0016835	0.5	5	carbon-oxygen lyase activity, acting on phosphates
GO:0016849	10	CC	1	1	GO:0004383	1	GO:0016829	0.714285714285714	4	phosphorus-oxygen lyase activity
GO:0016874	139	CC	2	1	GO:0016879	0.60431654676259	GO:0003824	0.0406432748538012	3	ligase activity
GO:0016875	55	CC	1	1	GO:0016876	1	GO:0016874	0.39568345323741	4	ligase activity, forming carbon-oxygen bonds
GO:0016876	55	CC	1	1	GO:0004812	1	GO:0016875	1	5	ligase activity, forming aminoacyl-tRNA and related compounds
GO:0016879	84	CC	1	1	GO:0016881	1	GO:0016874	0.60431654676259	4	ligase activity, forming carbon-nitrogen bonds
GO:0016881	84	CC	0	1	NA	0	GO:0016879	1	5	acid-amino acid ligase activity
GO:0017076	1000	CC	3	1	GO:0032555	1	GO:0000166	0.941619585687382	5	purine nucleotide binding
GO:0031072	34	CC	0	1	NA	0	GO:0005515	0.0170511534603811	4	heat shock protein binding
GO:0017171	167	CC	1	1	GO:0008236	1	GO:0016787	0.11768851303735	4	serine hydrolase activity
GO:0019001	196	CC	1	1	GO:0032561	1	GO:0017076	0.196	6	guanyl nucleotide binding
GO:0019205	18	CC	1	1	GO:0004550	0.333333333333333	GO:0016301	0.0545454545454545	6	nucleobase-containing compound kinase activity
GO:0019239	9	CC	0	1	NA	0	GO:0003824	0.00263157894736842	3	deaminase activity
GO:0020037	167	CC	0	1	NA	0	GO:0046906	1	5	heme binding
GO:0022803	122	CC	1	1	GO:0015267	1	GO:0022857	0.5	4	passive transmembrane transporter activity
GO:0022804	115	CC	2	1	GO:0015399	0.834782608695652	GO:0022857	0.471311475409836	4	active transmembrane transporter activity
GO:0022891	181	CC	3	2	GO:0015075	1	GO:0022892	1	4	substrate-specific transmembrane transporter activity
GO:0022832	2	CC	1	1	GO:0005244	1	GO:0022836	1	7	voltage-gated channel activity
GO:0022836	2	CC	1	1	GO:0022832	1	GO:0015267	0.0163934426229508	6	gated channel activity
GO:0022838	122	CC	1	2	GO:0005216	1	GO:0015267	1	5	substrate-specific channel activity
GO:0022843	2	CC	1	2	GO:0005248	1	GO:0005244	1	8	voltage-gated cation channel activity
GO:0022890	21	CC	2	1	GO:0046873	1	GO:0008324	1	7	inorganic cation transmembrane transporter activity
GO:0022892	181	CC	1	1	GO:0022891	1	GO:0005215	0.286846275752773	3	substrate-specific transporter activity
GO:0030234	29	CC	2	1	GO:0008047	1	GO:0003674	0.00386409060626249	2	enzyme regulator activity
GO:0030554	806	CC	1	1	GO:0032559	1	GO:0017076	0.806	6	adenyl nucleotide binding
GO:0030695	29	CC	2	1	GO:0005083	1	GO:0060589	1	4	GTPase regulator activity
GO:0032403	1	CC	1	1	GO:0051015	1	GO:0005515	0.000501504513540622	4	protein complex binding
GO:0032549	1000	CC	1	1	GO:0032550	1	GO:0001882	1	5	ribonucleoside binding
GO:0032550	1000	CC	2	2	GO:0005524	0.806	GO:0001883	1	6	purine ribonucleoside binding
GO:0032553	1010	CC	2	2	GO:0032555	0.99009900990099	GO:0097367	1	4	ribonucleotide binding
GO:0032555	1000	CC	2	2	GO:0032559	0.806	GO:0017076	1	5	purine ribonucleotide binding
GO:0032559	806	CC	1	2	GO:0005524	1	GO:0030554	1	6	adenyl ribonucleotide binding
GO:0032561	196	CC	1	2	GO:0005525	1	GO:0019001	1	6	guanyl ribonucleotide binding
GO:0033170	5	CC	1	1	GO:0003689	1	GO:0008094	0.277777777777778	11	protein-DNA loading ATPase activity
GO:0034061	20	CC	1	1	GO:0003887	1	GO:0016779	0.246913580246914	6	DNA polymerase activity
GO:0034062	3	CC	1	1	GO:0003899	1	GO:0016779	0.037037037037037	6	RNA polymerase activity
GO:0035639	1000	CC	2	2	GO:0005524	0.806	GO:0043168	0.931098696461825	5	purine ribonucleoside triphosphate binding
GO:0036094	1121	CC	2	1	GO:0000166	0.947368421052632	GO:0005488	0.224649298597194	3	small molecule binding
GO:0036459	31	CC	1	1	GO:0004221	1	GO:0016787	0.02184637068358	4	ubiquitinyl hydrolase activity
GO:0042578	64	CC	2	1	GO:0016791	0.5625	GO:0016788	0.40251572327044	5	phosphoric ester hydrolase activity
GO:0042625	30	CC	1	2	GO:0015662	1	GO:0042626	0.3125	6	ATPase activity, coupled to transmembrane movement of ions
GO:0043167	2203	CC	2	1	GO:0043169	0.537902859736723	GO:0005488	0.441482965931864	3	ion binding
GO:0043168	1074	CC	3	1	GO:0035639	0.931098696461825	GO:0043167	0.487517022242397	4	anion binding
GO:0043169	1185	CC	1	1	GO:0046872	1	GO:0043167	0.537902859736723	4	cation binding
GO:0043492	96	CC	1	1	GO:0042626	1	GO:0042623	0.554913294797688	10	ATPase activity, coupled to movement of substances
GO:0043565	94	CC	0	1	NA	0	GO:0003677	0.200854700854701	6	sequence-specific DNA binding
GO:0046906	167	CC	1	2	GO:0020037	1	GO:0097159	0.078847969782814	4	tetrapyrrole binding
GO:0046914	926	CC	2	1	GO:0008270	0.747300215982721	GO:0046872	0.781434599156118	6	transition metal ion binding
GO:0046943	10	CC	1	2	GO:0015171	1	GO:0005342	1	6	carboxylic acid transmembrane transporter activity
GO:0048037	74	CC	1	1	GO:0050662	1	GO:0005488	0.0148296593186373	3	cofactor binding
GO:0050660	65	CC	0	3	NA	0	GO:0050662	0.878378378378378	5	flavin adenine dinucleotide binding
GO:0050662	74	CC	2	1	GO:0050660	0.878378378378378	GO:0048037	1	4	coenzyme binding
GO:0051536	35	CC	0	1	NA	0	GO:0051540	1	4	iron-sulfur cluster binding
GO:0051540	35	CC	1	1	GO:0051536	1	GO:0005488	0.00701402805611222	3	metal cluster binding
GO:0060089	303	CC	1	1	GO:0004871	1	GO:0003674	0.0403730846102598	2	molecular transducer activity
GO:0060090	5	CC	1	1	GO:0030674	1	GO:0005488	0.00100200400801603	3	binding, bridging
GO:0060589	29	CC	1	1	GO:0030695	1	GO:0030234	1	3	nucleoside-triphosphatase regulator activity
GO:0070003	22	CC	1	1	GO:0004298	1	GO:0070011	0.0591397849462366	6	threonine-type peptidase activity
GO:0070035	72	CC	1	1	GO:0008026	1	GO:0004386	1	9	purine NTP-dependent helicase activity
GO:0097159	2118	CC	4	1	GO:1901265	0.529272898961284	GO:0005488	0.424448897795591	3	organic cyclic compound binding
GO:0097367	1010	CC	2	1	GO:0032553	1	GO:0005488	0.202404809619238	3	carbohydrate derivative binding
GO:1901265	1121	CC	2	2	GO:0000166	0.947368421052632	GO:0097159	0.529272898961284	4	nucleoside phosphate binding
GO:1901363	2118	CC	4	1	GO:1901265	0.529272898961284	GO:0005488	0.424448897795591	3	heterocyclic compound binding
GO:0005886	65	CC	1	3	GO:0044459	1	GO:0071944	1	3	plasma membrane
GO:0000139	5	CC	1	3	GO:0030660	1	GO:0044431	1	4	Golgi membrane
GO:0005622	1994	CC	1	1	GO:0044424	0.646439317953862	GO:0044464	0.97078870496592	3	intracellular
GO:0005575	3284	CC	9	0	GO:0005623	0.625456760048721	NA	NA	1	cellular_component
GO:0016021	700	CC	3	2	GO:0005887	0.0857142857142857	GO:0031224	1	3	integral component of membrane
GO:0000428	3	CC	1	1	GO:0055029	1	GO:0030880	1	5	DNA-directed RNA polymerase complex
GO:0000502	22	CC	1	2	GO:0005839	1	GO:0043234	0.0554156171284635	4	proteasome complex
GO:0000785	70	CC	0	2	NA	0	GO:0044427	0.933333333333333	3	chromatin
GO:0001518	2	CC	0	3	NA	0	GO:0034706	1	4	voltage-gated sodium channel complex
GO:0030529	177	CC	2	2	GO:0005840	1	GO:0032991	0.274844720496894	3	ribonucleoprotein complex
GO:0016020	1478	CC	7	1	GO:0044425	0.504059539918809	GO:0005575	0.450060901339829	2	membrane
GO:0005739	1	CC	1	2	GO:0044429	1	GO:0044444	0.00381679389312977	5	mitochondrion
GO:0005783	53	CC	1	3	GO:0044432	0.509433962264151	GO:0012505	0.898305084745763	4	endoplasmic reticulum
GO:0005887	60	CC	1	3	GO:0001518	0.0333333333333333	GO:0031226	1	4	integral component of plasma membrane
GO:0005840	177	CC	1	3	GO:0044391	0.0790960451977401	GO:0030529	1	4	ribosome
GO:0005623	2054	CC	1	1	GO:0044464	1	GO:0005575	0.625456760048721	2	cell
GO:0005634	521	CC	1	1	GO:0044428	0.0518234165067179	GO:0043231	0.893653516295026	5	nucleus
GO:0005737	634	CC	1	1	GO:0044444	0.413249211356467	GO:0044424	0.491854150504267	4	cytoplasm
GO:0005654	27	CC	1	2	GO:0044451	1	GO:0044428	1	5	nucleoplasm
GO:0005657	5	CC	1	1	GO:0005663	1	GO:0044427	0.0666666666666667	5	replication fork
GO:0005663	5	CC	0	3	NA	0	GO:0005657	1	4	DNA replication factor C complex
GO:0005667	3	CC	1	2	GO:0044798	1	GO:0043234	0.00755667506297229	4	transcription factor complex
GO:0005672	3	CC	0	3	NA	0	GO:0090575	1	6	transcription factor TFIIA complex
GO:0005694	108	CC	1	1	GO:0044427	0.694444444444444	GO:0043232	0.288	5	chromosome
GO:0005740	1	CC	1	2	GO:0031966	1	GO:0031967	1	5	mitochondrial envelope
GO:0005741	1	CC	1	3	GO:0005742	1	GO:0031966	1	5	mitochondrial outer membrane
GO:0005742	1	CC	0	3	NA	0	GO:0044455	1	4	mitochondrial outer membrane translocase complex
GO:0005789	27	CC	0	6	NA	0	GO:0044432	1	3	endoplasmic reticulum membrane
GO:0043231	583	CC	6	2	GO:0005634	0.893653516295026	GO:0043227	1	4	intracellular membrane-bounded organelle
GO:0005794	5	CC	1	3	GO:0044431	1	GO:0012505	0.0847457627118644	4	Golgi apparatus
GO:0005798	5	CC	2	2	GO:0030140	1	GO:0016023	1	5	Golgi-associated vesicle
GO:0005801	3	CC	0	1	NA	0	GO:0043231	0.00514579759862779	5	cis-Golgi network
GO:0030133	5	CC	2	2	GO:0030658	1	GO:0016023	1	4	transport vesicle
GO:0030658	5	CC	1	3	GO:0012510	1	GO:0030659	1	5	transport vesicle membrane
GO:0005839	22	CC	1	3	GO:0019773	0.363636363636364	GO:0000502	1	4	proteasome core complex
GO:0005856	90	CC	3	1	GO:0044430	1	GO:0043232	0.24	5	cytoskeleton
GO:0005874	40	CC	0	3	NA	0	GO:0015630	0.634920634920635	4	microtubule
GO:0005875	23	CC	1	3	GO:0030286	0.652173913043478	GO:0015630	0.365079365079365	4	microtubule associated complex
GO:0005905	5	CC	1	3	GO:0030132	1	GO:0012505	0.0847457627118644	3	coated pit
GO:0005911	9	CC	1	1	GO:0005921	1	GO:0030054	1	3	cell-cell junction
GO:0005921	9	CC	0	1	NA	0	GO:0005911	1	4	gap junction
GO:0012505	59	CC	5	1	GO:0005783	0.898305084745763	GO:0044464	0.0287244401168452	3	endomembrane system
GO:0012506	5	CC	1	2	GO:0030659	1	GO:0031988	1	4	vesicle membrane
GO:0012510	5	CC	1	4	GO:0030130	1	GO:0030658	1	6	trans-Golgi network transport vesicle membrane
GO:0015629	27	CC	1	1	GO:0016459	1	GO:0005856	0.3	6	actin cytoskeleton
GO:0015630	63	CC	2	1	GO:0005874	0.634920634920635	GO:0005856	0.7	6	microtubule cytoskeleton
GO:0015935	14	CC	0	1	NA	0	GO:0044391	1	5	small ribosomal subunit
GO:0016023	5	CC	4	3	GO:0005798	1	GO:0031410	1	5	cytoplasmic membrane-bounded vesicle
GO:0016459	27	CC	0	3	NA	0	GO:0015629	1	4	myosin complex
GO:0016591	3	CC	1	2	GO:0005672	1	GO:0055029	1	6	DNA-directed RNA polymerase II, holoenzyme
GO:0016592	24	CC	0	2	NA	0	GO:0044451	0.888888888888889	4	mediator complex
GO:0019773	8	CC	0	3	NA	0	GO:0005839	0.363636363636364	4	proteasome core complex, alpha-subunit complex
GO:0019867	1	CC	1	1	GO:0031968	1	GO:0016020	0.0006765899864682	3	outer membrane
GO:0030054	9	CC	1	1	GO:0005911	1	GO:0005575	0.00274056029232643	2	cell junction
GO:0030117	31	CC	2	4	GO:0030118	0.193548387096774	GO:0048475	1	3	membrane coat
GO:0030118	6	CC	2	1	GO:0030125	0.833333333333333	GO:0030117	0.193548387096774	4	clathrin coat
GO:0030120	5	CC	1	3	GO:0030125	1	GO:0044433	1	4	vesicle coat
GO:0030125	5	CC	1	3	GO:0030130	1	GO:0030120	1	5	clathrin vesicle coat
GO:0030130	5	CC	0	3	NA	0	GO:0030125	1	5	clathrin coat of trans-Golgi network vesicle
GO:0030132	5	CC	0	3	NA	0	GO:0005905	1	4	clathrin coat of coated pit
GO:0030135	5	CC	2	1	GO:0030136	1	GO:0016023	1	6	coated vesicle
GO:0030136	5	CC	2	1	GO:0030140	1	GO:0030135	1	7	clathrin-coated vesicle
GO:0030140	5	CC	1	3	GO:0012510	1	GO:0005798	1	5	trans-Golgi network transport vesicle
GO:0030286	15	CC	0	2	NA	0	GO:1902494	0.833333333333333	5	dynein complex
GO:0030659	5	CC	3	3	GO:0030658	1	GO:0012506	1	5	cytoplasmic vesicle membrane
GO:0030660	5	CC	1	3	GO:0012510	1	GO:0000139	1	5	Golgi-associated vesicle membrane
GO:0030662	5	CC	2	3	GO:0030120	1	GO:0030659	1	5	coated vesicle membrane
GO:0030665	5	CC	2	2	GO:0012510	1	GO:0030662	1	6	clathrin-coated vesicle membrane
GO:0030880	3	CC	1	2	GO:0000428	1	GO:1990234	1	4	RNA polymerase complex
GO:0031090	33	CC	6	3	GO:0098588	1	GO:0044422	0.138075313807531	3	organelle membrane
GO:0031224	700	CC	2	1	GO:0016021	1	GO:0044425	0.939597315436242	3	intrinsic component of membrane
GO:0031226	60	CC	1	2	GO:0005887	1	GO:0044459	0.923076923076923	4	intrinsic component of plasma membrane
GO:0031410	5	CC	2	3	GO:0016023	1	GO:0031982	1	4	cytoplasmic vesicle
GO:0031966	1	CC	2	3	GO:0005741	1	GO:0044429	1	4	mitochondrial membrane
GO:0031967	1	CC	2	3	GO:0005740	1	GO:0031975	1	4	organelle envelope
GO:0031968	1	CC	1	4	GO:0005741	1	GO:0019867	1	4	organelle outer membrane
GO:0031974	27	CC	1	1	GO:0043233	1	GO:0005575	0.00822168087697929	2	membrane-enclosed lumen
GO:0031975	1	CC	1	1	GO:0031967	1	GO:0044464	0.000486854917234664	3	envelope
GO:0031981	27	CC	1	2	GO:0005654	1	GO:0044428	1	5	nuclear lumen
GO:0031982	5	CC	2	1	GO:0031410	1	GO:0043226	0.00561167227833894	3	vesicle
GO:0031988	5	CC	2	1	GO:0012506	1	GO:0031982	1	4	membrane-bounded vesicle
GO:0032991	644	CC	3	1	GO:0043234	0.616459627329193	GO:0005575	0.196102314250914	2	macromolecular complex
GO:0034702	2	CC	1	3	GO:0034703	1	GO:1902495	1	3	ion channel complex
GO:0034703	2	CC	1	1	GO:0034706	1	GO:0034702	1	4	cation channel complex
GO:0034706	2	CC	1	1	GO:0001518	1	GO:0034703	1	5	sodium channel complex
GO:0042175	27	CC	1	5	GO:0005789	1	GO:0098589	1	3	nuclear outer membrane-endoplasmic reticulum membrane network
GO:0043226	891	CC	5	1	GO:0043229	1	GO:0005575	0.271315468940317	2	organelle
GO:0043227	583	CC	3	1	GO:0043231	1	GO:0043226	0.654320987654321	3	membrane-bounded organelle
GO:0043228	375	CC	1	1	GO:0043232	1	GO:0043226	0.420875420875421	3	non-membrane-bounded organelle
GO:0043229	891	CC	4	2	GO:0043231	0.654320987654321	GO:0043226	1	3	intracellular organelle
GO:0043232	375	CC	3	2	GO:0005840	0.472	GO:0043228	1	4	intracellular non-membrane-bounded organelle
GO:0043233	27	CC	1	2	GO:0070013	1	GO:0031974	1	3	organelle lumen
GO:0043234	397	CC	13	1	GO:0005874	0.100755667506297	GO:0032991	0.616459627329193	3	protein complex
GO:0044391	14	CC	1	4	GO:0015935	1	GO:0030529	0.0790960451977401	4	ribosomal subunit
GO:0044422	239	CC	3	2	GO:0044446	1	GO:0043226	0.268237934904602	2	organelle part
GO:0044424	1289	CC	11	2	GO:0043229	0.691233514352211	GO:0005622	0.646439317953862	3	intracellular part
GO:0044425	745	CC	11	2	GO:0016021	0.939597315436242	GO:0016020	0.504059539918809	2	membrane part
GO:0044427	75	CC	3	2	GO:0000785	0.933333333333333	GO:0005694	0.694444444444444	4	chromosomal part
GO:0044428	27	CC	5	2	GO:0005654	1	GO:0044446	0.112970711297071	4	nuclear part
GO:0044429	1	CC	3	3	GO:0005740	1	GO:0005739	1	4	mitochondrial part
GO:0044430	90	CC	3	2	GO:0005874	0.444444444444444	GO:0005856	1	4	cytoskeletal part
GO:0044431	5	CC	3	3	GO:0000139	1	GO:0005794	1	4	Golgi apparatus part
GO:0044432	27	CC	1	3	GO:0005789	1	GO:0005783	0.509433962264151	4	endoplasmic reticulum part
GO:0044433	5	CC	2	3	GO:0030120	1	GO:0031410	1	4	cytoplasmic vesicle part
GO:0044444	262	CC	11	2	GO:0005840	0.675572519083969	GO:0005737	0.413249211356467	4	cytoplasmic part
GO:0044446	239	CC	10	3	GO:0044430	0.376569037656904	GO:0044422	1	3	intracellular organelle part
GO:0044451	27	CC	3	2	GO:0016592	0.888888888888889	GO:0044428	1	5	nucleoplasm part
GO:0044455	1	CC	1	3	GO:0005742	1	GO:0044429	1	3	mitochondrial membrane part
GO:0044459	65	CC	4	3	GO:0005887	0.923076923076923	GO:0005886	1	3	plasma membrane part
GO:0044464	2054	CC	9	2	GO:0005622	0.97078870496592	GO:0005623	1	2	cell part
GO:0044798	3	CC	1	2	GO:0090575	1	GO:0005667	1	5	nuclear transcription factor complex
GO:0048475	31	CC	1	1	GO:0030117	1	GO:0016020	0.0209742895805142	3	coated membrane
GO:0055029	3	CC	1	2	GO:0016591	1	GO:0000428	1	5	nuclear DNA-directed RNA polymerase complex
GO:0070013	27	CC	1	2	GO:0031981	1	GO:0043233	1	4	intracellular organelle lumen
GO:0071944	65	CC	1	1	GO:0005886	1	GO:0044464	0.0316455696202532	3	cell periphery
GO:0090575	3	CC	1	1	GO:0005672	1	GO:0044798	1	6	RNA polymerase II transcription factor complex
GO:0098588	33	CC	5	1	GO:0005789	0.818181818181818	GO:0031090	1	4	bounding membrane of organelle
GO:0098589	27	CC	2	2	GO:0005789	1	GO:0044425	0.036241610738255	3	membrane region
GO:1902494	18	CC	2	1	GO:0030286	0.833333333333333	GO:0043234	0.0453400503778338	4	catalytic complex
GO:1902495	2	CC	1	3	GO:0034702	1	GO:1990351	1	3	transmembrane transporter complex
GO:1990234	3	CC	1	1	GO:0030880	1	GO:1902494	0.166666666666667	5	transferase complex
GO:1990351	2	CC	1	1	GO:1902495	1	GO:0043234	0.00503778337531486	4	transporter complex
