GeneID	Symbol	Description	UID-str	parent GOID	GO Name
LOCMI00164	LOCMI00164	ribosomal protein L35Ae	LOCMI00164	GO:0003735	structural constituent of ribosome
LOCMI09316	LOCMI09316	ribosomal protein S8	LOCMI09316	GO:0003735	structural constituent of ribosome
LOCMI01110	LOCMI01110	PREDICTED: 40S ribosomal protein S26	LOCMI01110	GO:0003735	structural constituent of ribosome
LOCMI06257	LOCMI06257	PREDICTED: 40S ribosomal protein S5a-like	LOCMI06257	GO:0003735	structural constituent of ribosome
LOCMI03500	LOCMI03500	60S ribosomal protein L44	LOCMI03500	GO:0003735	structural constituent of ribosome
LOCMI12362	LOCMI12362	39S ribosomal protein L11, mitochondrial	LOCMI12362	GO:0003735	structural constituent of ribosome
LOCMI01417	LOCMI01417	PREDICTED: similar to proteasome subunit beta type 5,8	LOCMI01417	GO:0070003	threonine-type peptidase activity
LOCMI00466	LOCMI00466	B6ZAY6_HELAM Proteasome subunit beta 1	LOCMI00466	GO:0070003	threonine-type peptidase activity
LOCMI02554	LOCMI02554	PREDICTED: proteasome subunit alpha type-7-like	LOCMI02554	GO:0070003	threonine-type peptidase activity
LOCMI15334	LOCMI15334	proteasome subunit beta 7	LOCMI15334	GO:0070003	threonine-type peptidase activity
LOCMI10952	LOCMI10952	Proteasome subunit beta type-3	LOCMI10952	GO:0070003	threonine-type peptidase activity
LOCMI16039	LOCMI16039	succinate dehydrogenase, putative	LOCMI16039	GO:0051186	cofactor metabolic process
LOCMI08282	LOCMI08282	B4M5S3_DROVI Pcd	LOCMI08282	GO:0051186	cofactor metabolic process
LOCMI08222	LOCMI08222	Q17GS3_AEDAE Putative uncharacterized protein	LOCMI08222	GO:0051186	cofactor metabolic process
LOCMI00119	LOCMI00119	heme oxygenase	LOCMI00119	GO:0051186	cofactor metabolic process
LOCMI13526	LOCMI13526	Histone H2B	LOCMI13526	GO:0000785	chromatin
LOCMI09474	LOCMI09474	High mobility group, HMG-I/HMG-Y IPR020478; AT hook-like	LOCMI09474	GO:0000785	chromatin
LOCMI07885	LOCMI07885	H2A	LOCMI07885	GO:0000785	chromatin
LOCMI07936	LOCMI07936	PREDICTED: histone H2A.V	LOCMI07936	GO:0000785	chromatin
LOCMI00625	LOCMI00625	PREDICTED: histone H2B.3-like	LOCMI00625	GO:0000785	chromatin
LOCMI08350	LOCMI08350	Histone H2B	LOCMI08350	GO:0000785	chromatin
LOCMI14075	LOCMI14075	Q66VG2_GECJA Histone H3	LOCMI14075	GO:0000785	chromatin
LOCMI13355	LOCMI13355	PREDICTED: 40S ribosomal protein S18	LOCMI13355	GO:0003723	RNA binding
LOCMI06570	LOCMI06570	Density-regulated protein	LOCMI06570	GO:0003723	RNA binding
LOCMI10600	LOCMI10600	putative ribosomal protein S4e	LOCMI10600	GO:0003723	RNA binding
LOCMI15194	LOCMI15194	Elongation factor 1-beta'	LOCMI15194	GO:0003723	RNA binding
LOCMI07464	LOCMI07464	PREDICTED: eukaryotic translation initiation factor 5A-like	LOCMI07464	GO:0003723	RNA binding
LOCMI11349	LOCMI11349	Q17EQ5_AEDAE Lupus la ribonucleoprotein	LOCMI11349	GO:0003723	RNA binding
LOCMI03930	LOCMI03930	mct-1 protein	LOCMI03930	GO:0003723	RNA binding
LOCMI16282	LOCMI16282	E9IEY1_SOLIN Putative uncharacterized protein (Fragment)	LOCMI16282	GO:0003723	RNA binding
LOCMI02121	LOCMI02121	PREDICTED: 40S ribosomal protein S9-like	LOCMI02121	GO:0003723	RNA binding
LOCMI14762	LOCMI14762	PREDICTED: KH domain-containing, RNA-binding, signal transduction-associated protein 3-like isoform 1	LOCMI14762	GO:0003723	RNA binding
LOCMI01079	LOCMI01079	PREDICTED: eukaryotic translation initiation factor 5A-like isoform 2	LOCMI01079	GO:0003723	RNA binding
LOCMI06602	LOCMI06602	60S ribosomal protein L9	LOCMI06602	GO:0003723	RNA binding
LOCMI07650	LOCMI07650	Eukaryotic translation initiation factor 3 subunit K	LOCMI07650	GO:0003723	RNA binding
LOCMI04960	LOCMI04960	PREDICTED: RNA-binding protein pno1-like	LOCMI04960	GO:0003723	RNA binding
LOCMI09216	LOCMI09216	PREDICTED: eukaryotic translation initiation factor 2 subunit 2-like	LOCMI09216	GO:0003723	RNA binding
LOCMI04853	LOCMI04853	signal recognition particle	LOCMI04853	GO:0003723	RNA binding
LOCMI04863	LOCMI04863	PREDICTED: 60S ribosomal protein L9	LOCMI04863	GO:0003723	RNA binding
LOCMI00692	LOCMI00692	prefoldin subunit, putative	LOCMI00692	GO:0043234	protein complex
LOCMI02554	LOCMI02554	PREDICTED: proteasome subunit alpha type-7-like	LOCMI02554	GO:0043234	protein complex
LOCMI16006	LOCMI16006	H+ transporting ATP synthase subunit e	LOCMI16006	GO:0043234	protein complex
LOCMI16102	LOCMI16102	vacuolar ATPase G subunit-like protein	LOCMI16102	GO:0043234	protein complex
LOCMI15865	LOCMI15865	vacuolar H+-ATPase v1 sector subunit D	LOCMI15865	GO:0043234	protein complex
LOCMI00586	LOCMI00586	Q2F5V6_BOMMO Translocase of inner mitochondrial membrane 8 homolog b	LOCMI00586	GO:0043234	protein complex
LOCMI00585	LOCMI00585	Q2F5V6_BOMMO Translocase of inner mitochondrial membrane 8 homolog b	LOCMI00585	GO:0043234	protein complex
LOCMI15194	LOCMI15194	Elongation factor 1-beta'	LOCMI15194	GO:0043234	protein complex
LOCMI01417	LOCMI01417	PREDICTED: similar to proteasome subunit beta type 5,8	LOCMI01417	GO:0043234	protein complex
LOCMI00324	LOCMI00324	B4NE95_DROWI GK25335	LOCMI00324	GO:0043234	protein complex
LOCMI10952	LOCMI10952	Proteasome subunit beta type-3	LOCMI10952	GO:0043234	protein complex
LOCMI15894	LOCMI15894	vacuolar ATP synthase subunit F	LOCMI15894	GO:0043234	protein complex
LOCMI07932	LOCMI07932	Q0E8V7_DROME CG34132	LOCMI07932	GO:0043234	protein complex
LOCMI15979	LOCMI15979	GF16047	LOCMI15979	GO:0043234	protein complex
LOCMI07939	LOCMI07939	proliferating cell nuclear antigen	LOCMI07939	GO:0043234	protein complex
LOCMI10998	LOCMI10998	PREDICTED: prefoldin subunit 6-like	LOCMI10998	GO:0043234	protein complex
LOCMI15911	LOCMI15911	ATP synthase lipid-binding protein, mitochondrial	LOCMI15911	GO:0043234	protein complex
LOCMI04165	LOCMI04165	GK25335	LOCMI04165	GO:0043234	protein complex
LOCMI15915	LOCMI15915	cytochrome c oxidase, subunit VIA, putative	LOCMI15915	GO:0043234	protein complex
LOCMI04546	LOCMI04546	PREDICTED: prefoldin subunit 6-like	LOCMI04546	GO:0043234	protein complex
LOCMI00466	LOCMI00466	B6ZAY6_HELAM Proteasome subunit beta 1	LOCMI00466	GO:0043234	protein complex
LOCMI09944	LOCMI09944	Probable prefoldin subunit 4	LOCMI09944	GO:0043234	protein complex
LOCMI05713	LOCMI05713	G protein gamma subunit	LOCMI05713	GO:0043234	protein complex
LOCMI02056	LOCMI02056	Q7QCF8_ANOGA AGAP002606-PA	LOCMI02056	GO:0043234	protein complex
LOCMI12123	LOCMI12123	Tubulin/FtsZ, GTPase domain	LOCMI12123	GO:0043234	protein complex
LOCMI13837	LOCMI13837	tubulin alpha	LOCMI13837	GO:0043234	protein complex
LOCMI16084	LOCMI16084	AGAP004616-PA	LOCMI16084	GO:0043234	protein complex
LOCMI00924	LOCMI00924	Probable 26S proteasome non-ATPase regulatory subunit 3	LOCMI00924	GO:0043234	protein complex
LOCMI12559	LOCMI12559	PREDICTED: translocon-associated protein subunit gamma-like	LOCMI12559	GO:0043234	protein complex
LOCMI08755	LOCMI08755	Transcription initiation factor IIA subunit 2	LOCMI08755	GO:0043234	protein complex
LOCMI14937	LOCMI14937	PREDICTED: clathrin light chain-like	LOCMI14937	GO:0043234	protein complex
LOCMI15884	LOCMI15884	Q1HR38_AEDAE Hydrogen-transporting ATP synthase, G-subunit, putative	LOCMI15884	GO:0043234	protein complex
LOCMI15334	LOCMI15334	proteasome subunit beta 7	LOCMI15334	GO:0043234	protein complex
LOCMI00915	LOCMI00915	signal peptidase complex subunit 1-like protein	LOCMI00915	GO:0043234	protein complex
LOCMI13033	LOCMI13033	PREDICTED: ATP synthase subunit epsilon, mitochondrial-like isoform 1	LOCMI13033	GO:0043234	protein complex
LOCMI09660	LOCMI09660	PREDICTED: tubulin beta-1 chain	LOCMI09660	GO:0043234	protein complex
LOCMI15925	LOCMI15925	AGAP001138-PA	LOCMI15925	GO:0043234	protein complex
LOCMI16062	LOCMI16062	GJ13165	LOCMI16062	GO:0016491	oxidoreductase activity
LOCMI16252	LOCMI16252	AGAP001325-PA	LOCMI16252	GO:0016491	oxidoreductase activity
LOCMI16255	LOCMI16255	AGAP001325-PA	LOCMI16255	GO:0016491	oxidoreductase activity
LOCMI16173	LOCMI16173	cytochrome P450	LOCMI16173	GO:0016491	oxidoreductase activity
LOCMI16279	LOCMI16279	Peroxiredoxin 1	LOCMI16279	GO:0016491	oxidoreductase activity
LOCMI15795	LOCMI15795	PREDICTED: similar to NADH-ubiquinone oxidoreductase ashi subunit	LOCMI15795	GO:0016491	oxidoreductase activity
LOCMI15980	LOCMI15980	ubiquinol-cytochrome c reductase complex	LOCMI15980	GO:0016491	oxidoreductase activity
LOCMI05700	LOCMI05700	GI14867	LOCMI05700	GO:0016491	oxidoreductase activity
LOCMI05701	LOCMI05701	GH12513	LOCMI05701	GO:0016491	oxidoreductase activity
LOCMI15846	LOCMI15846	cytochrome c oxidase	LOCMI15846	GO:0016491	oxidoreductase activity
LOCMI16357	LOCMI16357	thioredoxin-like protein	LOCMI16357	GO:0016491	oxidoreductase activity
LOCMI04939	LOCMI04939	C4WRK9_ACYPI ACYPI010176 protein	LOCMI04939	GO:0016491	oxidoreductase activity
LOCMI16093	LOCMI16093	D6WV34_TRICA Putative uncharacterized protein	LOCMI16093	GO:0016491	oxidoreductase activity
LOCMI15895	LOCMI15895	cytochrome c oxidase subunit VIIA putative	LOCMI15895	GO:0016491	oxidoreductase activity
LOCMI07111	LOCMI07111	PREDICTED: trans-1,2-dihydrobenzene-1,2-diol dehydrogenase-like	LOCMI07111	GO:0016491	oxidoreductase activity
LOCMI15892	LOCMI15892	AGAP000849-PA	LOCMI15892	GO:0016491	oxidoreductase activity
LOCMI15976	LOCMI15976	cytochrome c oxidase subunit VIIA putative	LOCMI15976	GO:0016491	oxidoreductase activity
LOCMI15959	LOCMI15959	Cytochrome c oxidase subunit 5B, mitochondrial	LOCMI15959	GO:0016491	oxidoreductase activity
LOCMI15952	LOCMI15952	D6WEW9_TRICA Putative uncharacterized protein	LOCMI15952	GO:0016491	oxidoreductase activity
LOCMI16058	LOCMI16058	C1BMA6_OSMMO Ubiquinol-cytochrome c reductase complex 6.4 kDa protein	LOCMI16058	GO:0016491	oxidoreductase activity
LOCMI15814	LOCMI15814	D6WBY0_TRICA Putative uncharacterized protein	LOCMI15814	GO:0016491	oxidoreductase activity
LOCMI03230	LOCMI03230	PREDICTED: ribonucleotide reductase M2 polypeptide-like	LOCMI03230	GO:0016491	oxidoreductase activity
LOCMI15917	LOCMI15917	Q1HR18_AEDAE Mitochondrial ubiquinol-cytochrome c reductase hinge protein	LOCMI15917	GO:0016491	oxidoreductase activity
LOCMI15914	LOCMI15914	D6WRY0_TRICA Putative uncharacterized protein	LOCMI15914	GO:0016491	oxidoreductase activity
LOCMI15915	LOCMI15915	cytochrome c oxidase, subunit VIA, putative	LOCMI15915	GO:0016491	oxidoreductase activity
LOCMI15890	LOCMI15890	AGAP012188-PA	LOCMI15890	GO:0016491	oxidoreductase activity
LOCMI00119	LOCMI00119	heme oxygenase	LOCMI00119	GO:0016491	oxidoreductase activity
LOCMI15786	LOCMI15786	PREDICTED: cytochrome c oxidase subunit 7C, mitochondrial-like isoform 1	LOCMI15786	GO:0016491	oxidoreductase activity
LOCMI15992	LOCMI15992	D7EJQ8_TRICA Putative uncharacterized protein	LOCMI15992	GO:0016491	oxidoreductase activity
LOCMI15872	LOCMI15872	delta-9 desaturase 1	LOCMI15872	GO:0016491	oxidoreductase activity
LOCMI15838	LOCMI15838	B0X2B1_CULQU Putative uncharacterized protein	LOCMI15838	GO:0016491	oxidoreductase activity
LOCMI16274	LOCMI16274	Q7PZB4_ANOGA Thioredoxin-dependent peroxidase (AGAP011824-PA)	LOCMI16274	GO:0016491	oxidoreductase activity
LOCMI01463	LOCMI01463	C-factor, putative	LOCMI01463	GO:0016491	oxidoreductase activity
LOCMI16085	LOCMI16085	D6WQQ4_TRICA Putative uncharacterized protein	LOCMI16085	GO:0016491	oxidoreductase activity
LOCMI15760	LOCMI15760	D6WQQ4_TRICA Putative uncharacterized protein	LOCMI15760	GO:0016491	oxidoreductase activity
LOCMI16024	LOCMI16024	GH10285	LOCMI16024	GO:0016491	oxidoreductase activity
LOCMI03502	LOCMI03502	Q17M99_AEDAE Malic enzyme	LOCMI03502	GO:0016491	oxidoreductase activity
LOCMI03242	LOCMI03242	PREDICTED: carbonyl reductase	LOCMI03242	GO:0016491	oxidoreductase activity
LOCMI07464	LOCMI07464	PREDICTED: eukaryotic translation initiation factor 5A-like	LOCMI07464	GO:0006414	translational elongation
LOCMI06694	LOCMI06694	acidic ribosomal protein	LOCMI06694	GO:0006414	translational elongation
LOCMI15194	LOCMI15194	Elongation factor 1-beta'	LOCMI15194	GO:0006414	translational elongation
LOCMI01079	LOCMI01079	PREDICTED: eukaryotic translation initiation factor 5A-like isoform 2	LOCMI01079	GO:0006414	translational elongation
LOCMI13545	LOCMI13545	60S ribosomal protein L8	LOCMI13545	GO:0006412	translation
LOCMI07886	LOCMI07886	B0WL56_CULQU 39S ribosomal protein L14, mitochondrial	LOCMI07886	GO:0006412	translation
LOCMI03326	LOCMI03326	40S ribosomal protein S11	LOCMI03326	GO:0006412	translation
LOCMI02753	LOCMI02753	A6YPG5_TRIIF 40S ribosomal protein S11	LOCMI02753	GO:0006412	translation
LOCMI06602	LOCMI06602	60S ribosomal protein L9	LOCMI06602	GO:0006412	translation
LOCMI13397	LOCMI13397	Q4GXE5_JULON Ribosomal protein L24e	LOCMI13397	GO:0006412	translation
LOCMI13395	LOCMI13395	ribosomal protein L35	LOCMI13395	GO:0006412	translation
LOCMI05214	LOCMI05214	ribosomal protein L35	LOCMI05214	GO:0006412	translation
LOCMI05377	LOCMI05377	RecName: Full=40S ribosomal protein S3a gb|AAW57773.1| Parcxpwex01	LOCMI05377	GO:0006412	translation
LOCMI01249	LOCMI01249	60S ribosomal protein L35a	LOCMI01249	GO:0006412	translation
LOCMI11190	LOCMI11190	mitochondrial ribosomal protein, S18C, putative	LOCMI11190	GO:0006412	translation
LOCMI16282	LOCMI16282	E9IEY1_SOLIN Putative uncharacterized protein (Fragment)	LOCMI16282	GO:0006412	translation
LOCMI05551	LOCMI05551	AGAP004818-PA	LOCMI05551	GO:0006412	translation
LOCMI06694	LOCMI06694	acidic ribosomal protein	LOCMI06694	GO:0006412	translation
LOCMI09756	LOCMI09756	PREDICTED: 60S ribosomal protein L30-like	LOCMI09756	GO:0006412	translation
LOCMI04836	LOCMI04836	ribosomal protein L19e	LOCMI04836	GO:0006412	translation
LOCMI07471	LOCMI07471	ribosomal protein L6	LOCMI07471	GO:0006412	translation
LOCMI13626	LOCMI13626	60S ribosomal protein L12	LOCMI13626	GO:0006412	translation
LOCMI09216	LOCMI09216	PREDICTED: eukaryotic translation initiation factor 2 subunit 2-like	LOCMI09216	GO:0006412	translation
LOCMI10600	LOCMI10600	putative ribosomal protein S4e	LOCMI10600	GO:0006412	translation
LOCMI07867	LOCMI07867	ribosomal protein L14	LOCMI07867	GO:0006412	translation
LOCMI02250	LOCMI02250	PREDICTED: 40S ribosomal protein S16	LOCMI02250	GO:0006412	translation
LOCMI05642	LOCMI05642	putative ribosomal protein S23e	LOCMI05642	GO:0006412	translation
LOCMI10353	LOCMI10353	putative ribosomal protein S14	LOCMI10353	GO:0006412	translation
LOCMI04634	LOCMI04634	40S ribosomal protein S13	LOCMI04634	GO:0006412	translation
LOCMI09605	LOCMI09605	putative ribosomal protein 49	LOCMI09605	GO:0006412	translation
LOCMI02121	LOCMI02121	PREDICTED: 40S ribosomal protein S9-like	LOCMI02121	GO:0006412	translation
LOCMI07464	LOCMI07464	PREDICTED: eukaryotic translation initiation factor 5A-like	LOCMI07464	GO:0006412	translation
LOCMI03823	LOCMI03823	ribosomal protein L19e	LOCMI03823	GO:0006412	translation
LOCMI13143	LOCMI13143	ribosomal protein L36e	LOCMI13143	GO:0006412	translation
LOCMI00502	LOCMI00502	40S ribosomal protein S21, putative	LOCMI00502	GO:0006412	translation
LOCMI10269	LOCMI10269	ubiquitin/ribosomal protein S27Ae fusion protein	LOCMI10269	GO:0006412	translation
LOCMI13355	LOCMI13355	PREDICTED: 40S ribosomal protein S18	LOCMI13355	GO:0006412	translation
LOCMI03768	LOCMI03768	PREDICTED: 40S ribosomal protein S14a	LOCMI03768	GO:0006412	translation
LOCMI01674	LOCMI01674	PREDICTED: 60S ribosomal protein L3-like	LOCMI01674	GO:0006412	translation
LOCMI02068	LOCMI02068	ribosomal protein S13	LOCMI02068	GO:0006412	translation
LOCMI07458	LOCMI07458	mitochondrial ribosomal protein, L33	LOCMI07458	GO:0006412	translation
LOCMI06222	LOCMI06222	Q4GXD7_PLAAL Ribosomal protein L26e	LOCMI06222	GO:0006412	translation
LOCMI01110	LOCMI01110	PREDICTED: 40S ribosomal protein S26	LOCMI01110	GO:0006412	translation
LOCMI01704	LOCMI01704	PREDICTED: ubiquitin-40S ribosomal protein S27a-like isoform 2	LOCMI01704	GO:0006412	translation
LOCMI05114	LOCMI05114	ribosomal protein L35	LOCMI05114	GO:0006412	translation
LOCMI02690	LOCMI02690	Q56FF3_LYSTE Ribosomal protein S15A	LOCMI02690	GO:0006412	translation
LOCMI10036	LOCMI10036	ribosomal protein L22	LOCMI10036	GO:0006412	translation
LOCMI09539	LOCMI09539	ribosomal protein S30	LOCMI09539	GO:0006412	translation
LOCMI13842	LOCMI13842	GL15397	LOCMI13842	GO:0006412	translation
LOCMI15194	LOCMI15194	Elongation factor 1-beta'	LOCMI15194	GO:0006412	translation
LOCMI00130	LOCMI00130	PREDICTED: 60S ribosomal protein L38-like	LOCMI00130	GO:0006412	translation
LOCMI08559	LOCMI08559	GA15071	LOCMI08559	GO:0006412	translation
LOCMI01079	LOCMI01079	PREDICTED: eukaryotic translation initiation factor 5A-like isoform 2	LOCMI01079	GO:0006412	translation
LOCMI11744	LOCMI11744	RecName: Full=40S ribosomal protein S13 gb|AAK92182.1|AF400210_1 ribosomal protein S13	LOCMI11744	GO:0006412	translation
LOCMI15205	LOCMI15205	60S ribosomal protein L38	LOCMI15205	GO:0006412	translation
LOCMI09144	LOCMI09144	ribosomal protein L10	LOCMI09144	GO:0006412	translation
LOCMI09269	LOCMI09269	PREDICTED: 40S ribosomal protein S16	LOCMI09269	GO:0006412	translation
LOCMI04863	LOCMI04863	PREDICTED: 60S ribosomal protein L9	LOCMI04863	GO:0006412	translation
LOCMI14590	LOCMI14590	60S ribosomal protein L8	LOCMI14590	GO:0006412	translation
LOCMI05618	LOCMI05618	60S ribosomal protein L8	LOCMI05618	GO:0006412	translation
LOCMI01469	LOCMI01469	putative ribosomal protein S27	LOCMI01469	GO:0006412	translation
LOCMI07300	LOCMI07300	PREDICTED: ubiquitin-like protein FUBI-like	LOCMI07300	GO:0006412	translation
LOCMI01789	LOCMI01789	60S ribosomal protein L21	LOCMI01789	GO:0006412	translation
LOCMI06322	LOCMI06322	GF14155	LOCMI06322	GO:0006412	translation
LOCMI08029	LOCMI08029	60S ribosomal protein L38	LOCMI08029	GO:0006412	translation
LOCMI00164	LOCMI00164	ribosomal protein L35Ae	LOCMI00164	GO:0006412	translation
LOCMI10621	LOCMI10621	ribosomal protein L31e	LOCMI10621	GO:0006412	translation
LOCMI09316	LOCMI09316	ribosomal protein S8	LOCMI09316	GO:0006412	translation
LOCMI13569	LOCMI13569	Q4LAY4_9COLE Ribosomal protein S28e	LOCMI13569	GO:0006412	translation
LOCMI11496	LOCMI11496	PREDICTED: 40S ribosomal protein S19a-like	LOCMI11496	GO:0006412	translation
LOCMI07539	LOCMI07539	PREDICTED: 60S ribosomal protein L15	LOCMI07539	GO:0006412	translation
LOCMI12288	LOCMI12288	60S ribosomal protein L44	LOCMI12288	GO:0006412	translation
LOCMI05567	LOCMI05567	40S ribosomal protein S24	LOCMI05567	GO:0006412	translation
LOCMI15434	LOCMI15434	PREDICTED: 40S ribosomal protein S15	LOCMI15434	GO:0006412	translation
LOCMI09452	LOCMI09452	60S ribosomal protein L38	LOCMI09452	GO:0006412	translation
LOCMI07012	LOCMI07012	60S ribosomal protein L21	LOCMI07012	GO:0006412	translation
LOCMI06257	LOCMI06257	PREDICTED: 40S ribosomal protein S5a-like	LOCMI06257	GO:0006412	translation
LOCMI07397	LOCMI07397	ribosomal protein L13	LOCMI07397	GO:0006412	translation
LOCMI07650	LOCMI07650	Eukaryotic translation initiation factor 3 subunit K	LOCMI07650	GO:0006412	translation
LOCMI02563	LOCMI02563	ribosomal protein L13	LOCMI02563	GO:0006412	translation
LOCMI02613	LOCMI02613	PREDICTED: 60S ribosomal protein L4-like	LOCMI02613	GO:0006412	translation
LOCMI12177	LOCMI12177	40S ribosomal protein S15a	LOCMI12177	GO:0006412	translation
LOCMI02616	LOCMI02616	PREDICTED: LOW QUALITY PROTEIN: protein pelota-like	LOCMI02616	GO:0006412	translation
LOCMI00680	LOCMI00680	PREDICTED: 60S ribosomal protein L11-like	LOCMI00680	GO:0006412	translation
LOCMI08528	LOCMI08528	ribosomal protein L13	LOCMI08528	GO:0006412	translation
LOCMI09731	LOCMI09731	S20e ribosomal protein	LOCMI09731	GO:0006412	translation
LOCMI09637	LOCMI09637	Q56FD3_LYSTE Ribosomal protein L13a	LOCMI09637	GO:0006412	translation
LOCMI07717	LOCMI07717	40S ribosomal protein S24	LOCMI07717	GO:0006412	translation
LOCMI06570	LOCMI06570	Density-regulated protein	LOCMI06570	GO:0006412	translation
LOCMI11068	LOCMI11068	ribosomal protein L36e	LOCMI11068	GO:0006412	translation
LOCMI08448	LOCMI08448	ribosomal protein L8e	LOCMI08448	GO:0006412	translation
LOCMI09135	LOCMI09135	Q56FH5_LYSTE Ribosomal protein L8	LOCMI09135	GO:0006412	translation
LOCMI12362	LOCMI12362	39S ribosomal protein L11, mitochondrial	LOCMI12362	GO:0006412	translation
LOCMI10394	LOCMI10394	ribosomal protein L35	LOCMI10394	GO:0006412	translation
LOCMI07648	LOCMI07648	GE18863	LOCMI07648	GO:0006412	translation
LOCMI03500	LOCMI03500	60S ribosomal protein L44	LOCMI03500	GO:0006412	translation
LOCMI09660	LOCMI09660	PREDICTED: tubulin beta-1 chain	LOCMI09660	GO:0071840	cellular component organization or biogenesis
LOCMI13526	LOCMI13526	Histone H2B	LOCMI13526	GO:0071840	cellular component organization or biogenesis
LOCMI13837	LOCMI13837	tubulin alpha	LOCMI13837	GO:0071840	cellular component organization or biogenesis
LOCMI03091	LOCMI03091	arp2/3 complex 21 kd subunit	LOCMI03091	GO:0071840	cellular component organization or biogenesis
LOCMI07885	LOCMI07885	H2A	LOCMI07885	GO:0071840	cellular component organization or biogenesis
LOCMI07936	LOCMI07936	PREDICTED: histone H2A.V	LOCMI07936	GO:0071840	cellular component organization or biogenesis
LOCMI10395	LOCMI10395	Q06DG1_ANOFN Actin-related protein 2/3 complex subunit 5	LOCMI10395	GO:0071840	cellular component organization or biogenesis
LOCMI00625	LOCMI00625	PREDICTED: histone H2B.3-like	LOCMI00625	GO:0071840	cellular component organization or biogenesis
LOCMI12123	LOCMI12123	Tubulin/FtsZ, GTPase domain	LOCMI12123	GO:0071840	cellular component organization or biogenesis
LOCMI08350	LOCMI08350	Histone H2B	LOCMI08350	GO:0071840	cellular component organization or biogenesis
LOCMI14075	LOCMI14075	Q66VG2_GECJA Histone H3	LOCMI14075	GO:0071840	cellular component organization or biogenesis
LOCMI16006	LOCMI16006	H+ transporting ATP synthase subunit e	LOCMI16006	GO:0046483	heterocycle metabolic process
LOCMI00523	LOCMI00523	putative nucleoside diphosphate kinase	LOCMI00523	GO:0046483	heterocycle metabolic process
LOCMI16084	LOCMI16084	AGAP004616-PA	LOCMI16084	GO:0046483	heterocycle metabolic process
LOCMI00119	LOCMI00119	heme oxygenase	LOCMI00119	GO:0046483	heterocycle metabolic process
LOCMI08282	LOCMI08282	B4M5S3_DROVI Pcd	LOCMI08282	GO:0046483	heterocycle metabolic process
LOCMI15894	LOCMI15894	vacuolar ATP synthase subunit F	LOCMI15894	GO:0046483	heterocycle metabolic process
LOCMI15884	LOCMI15884	Q1HR38_AEDAE Hydrogen-transporting ATP synthase, G-subunit, putative	LOCMI15884	GO:0046483	heterocycle metabolic process
LOCMI13033	LOCMI13033	PREDICTED: ATP synthase subunit epsilon, mitochondrial-like isoform 1	LOCMI13033	GO:0046483	heterocycle metabolic process
LOCMI15979	LOCMI15979	GF16047	LOCMI15979	GO:0046483	heterocycle metabolic process
LOCMI15911	LOCMI15911	ATP synthase lipid-binding protein, mitochondrial	LOCMI15911	GO:0046483	heterocycle metabolic process
LOCMI08222	LOCMI08222	Q17GS3_AEDAE Putative uncharacterized protein	LOCMI08222	GO:0046483	heterocycle metabolic process
LOCMI15925	LOCMI15925	AGAP001138-PA	LOCMI15925	GO:0046483	heterocycle metabolic process
LOCMI15865	LOCMI15865	vacuolar H+-ATPase v1 sector subunit D	LOCMI15865	GO:0046483	heterocycle metabolic process
