Ontology-ID	Ontology-term	Ontology-name	Ontology-type	elite_term_in	number_changed.G1_2-VS-S1_2.down-GO_z-score_elite	number_measured.G1_2-VS-S1_2.down-GO_z-score_elite	 z_score.G1_2-VS-S1_2.down-GO_z-score_elite	permuteP.G1_2-VS-S1_2.down-GO_z-score_elite	number_changed.G1_2-VS-S1_2.up-GO_z-score_elite	number_measured.G1_2-VS-S1_2.up-GO_z-score_elite	 z_score.G1_2-VS-S1_2.up-GO_z-score_elite	permuteP.G1_2-VS-S1_2.up-GO_z-score_elite	number_changed.G3-VS-S3.down-GO_z-score_elite	number_measured.G3-VS-S3.down-GO_z-score_elite	 z_score.G3-VS-S3.down-GO_z-score_elite	permuteP.G3-VS-S3.down-GO_z-score_elite	number_changed.G3-VS-S3.up-GO_z-score_elite	number_measured.G3-VS-S3.up-GO_z-score_elite	 z_score.G3-VS-S3.up-GO_z-score_elite	permuteP.G3-VS-S3.up-GO_z-score_elite	number_changed.G4-VS-S4.down-GO_z-score_elite	number_measured.G4-VS-S4.down-GO_z-score_elite	 z_score.G4-VS-S4.down-GO_z-score_elite	permuteP.G4-VS-S4.down-GO_z-score_elite	number_changed.G4-VS-S4.up-GO_z-score_elite	number_measured.G4-VS-S4.up-GO_z-score_elite	 z_score.G4-VS-S4.up-GO_z-score_elite	permuteP.G4-VS-S4.up-GO_z-score_elite	number_changed.G5-VS-S5.down-GO_z-score_elite	number_measured.G5-VS-S5.down-GO_z-score_elite	 z_score.G5-VS-S5.down-GO_z-score_elite	permuteP.G5-VS-S5.down-GO_z-score_elite	number_changed.G5-VS-S5.up-GO_z-score_elite	number_measured.G5-VS-S5.up-GO_z-score_elite	 z_score.G5-VS-S5.up-GO_z-score_elite	permuteP.G5-VS-S5.up-GO_z-score_elite	number_changed.Gadult-VS-Sadult.down-GO_z-score_elite	number_measured.Gadult-VS-Sadult.down-GO_z-score_elite	 z_score.Gadult-VS-Sadult.down-GO_z-score_elite	permuteP.Gadult-VS-Sadult.down-GO_z-score_elite	number_changed.Gadult-VS-Sadult.up-GO_z-score_elite	number_measured.Gadult-VS-Sadult.up-GO_z-score_elite	 z_score.Gadult-VS-Sadult.up-GO_z-score_elite	permuteP.Gadult-VS-Sadult.up-GO_z-score_elite	number_changed.Gegg-VS-Segg.down-GO_z-score_elite	number_measured.Gegg-VS-Segg.down-GO_z-score_elite	 z_score.Gegg-VS-Segg.down-GO_z-score_elite	permuteP.Gegg-VS-Segg.down-GO_z-score_elite	number_changed.Gegg-VS-Segg.up-GO_z-score_elite	number_measured.Gegg-VS-Segg.up-GO_z-score_elite	 z_score.Gegg-VS-Segg.up-GO_z-score_elite	permuteP.Gegg-VS-Segg.up-GO_z-score_elite
Drug metabolism - cytochrome P450:map00982	Drug metabolism - cytochrome P450:map00982	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	11	40	4.3495308534	0.0	1	40	0.565776659132	0.4385	0	40	-0.449449850087	1.0	2	40	1.95254605265	0.0465	1	40	0.973726076643	0.3945	0	40	-0.595677258742	1.0	6	40	1.66093265639	0.0035	1	40	0.0460125649656	0.805	6	40	1.54119477296	0.0165	1	40	-0.791318057168	0.4865	1	40	1.07203910138	0.295	0	40	-0.485662466683	1.0
Glycolysis / Gluconeogenesis:map00010	Glycolysis / Gluconeogenesis:map00010	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	9	41	3.1190182661	0.002	0	41	-0.78100810614	0.658	0	41	-0.45512863697	1.0	0	41	-0.769609138869	0.7585	1	41	0.94624168253	0.4025	0	41	-0.603203625037	1.0	0	41	-1.89775077333	0.2185	2	41	1.05189493381	0.48	6	41	1.47515345775	0.028	6	41	2.70383392837	0.058	1	41	1.04404498871	0.3395	0	41	-0.491798799011	1.0
Porphyrin and chlorophyll metabolism:map00860	Porphyrin and chlorophyll metabolism:map00860	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	8	43	2.40121923239	0.0055	0	43	-0.800165707583	0.6555	0	43	-0.466292635094	1.0	0	43	-0.788487131343	0.7605	0	43	-0.661081853355	1.0	0	43	-0.617999802626	1.0	1	43	-1.37570036642	0.3285	0	43	-1.03504198561	0.4195	5	43	0.791426425113	0.5905	1	43	-0.872591685982	0.506	1	43	0.990476606622	0.3185	0	43	-0.503862291448	1.0
Histidine metabolism:map00340	Histidine metabolism:map00340	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	6	19	3.6249373873	0.0015	0	19	-0.529233579372	1.0	0	19	-0.308408268396	1.0	0	19	-0.521509310952	1.0	0	19	-0.437242826321	1.0	0	19	-0.40874814366	1.0	0	19	-1.28597056372	0.4995	1	19	0.823113467694	0.5275	3	19	1.18259676546	0.0935	1	19	-0.00212244228964	0.736	1	19	2.01118218078	0.172	0	19	-0.333257025997	1.0
Phenylalanine metabolism:map00360	Phenylalanine metabolism:map00360	KEGG	GeneSet	Gadult-VS-Sadult.up-KEGG_z-score_elite	1	18	-0.447952521961	0.517	1	18	1.4690081762	0.2245	0	18	-0.300120254666	1.0	0	18	-0.507494523502	1.0	1	18	1.96494835155	0.2015	0	18	-0.397763644949	1.0	1	18	-0.377152671658	0.468	2	18	2.43119164311	0.1565	0	18	-1.28284423806	0.4495	6	18	5.34485456305	0.0005	0	18	-0.407208702587	1.0	1	18	2.79902854957	0.1285
Metabolism of xenobiotics by cytochrome P450:map00980	Metabolism of xenobiotics by cytochrome P450:map00980	KEGG	GeneSet	G4-VS-S4.up-KEGG_z-score_elite|G5-VS-S5.down-KEGG_z-score_elite	11	44	3.96529367155	0.0	1	44	0.466300680072	0.469	0	44	-0.471782438525	1.0	2	44	1.79071686088	0.054	1	44	0.868384348743	0.427	0	44	-0.625275700167	1.0	7	44	1.96835042444	0.0015	1	44	-0.0512944673881	0.8365	6	44	1.28737679865	0.251	2	44	-0.218153490099	0.9585	1	44	0.96481367404	0.3245	0	44	-0.509794413743	1.0
Spliceosome:map03040	Spliceosome:map03040	KEGG	GeneSet	G3-VS-S3.down-KEGG_z-score_elite|Gadult-VS-Sadult.down-KEGG_z-score_elite	13	123	0.849855460761	0.446	4	123	1.72771443935	0.09	0	123	-0.802211294275	0.6175	5	123	2.57971530218	0.0015	0	123	-1.13732726895	0.3985	0	123	-1.06320877538	0.404	12	123	0.758782094354	0.9105	0	123	-1.78068943923	0.368	18	123	2.60011053683	0.033	5	123	-0.615550965397	0.768	3	123	1.8402372728	0.0995	0	123	-0.86684624748	0.63
Proteasome:map03050	Proteasome:map03050	KEGG	GeneSet	G4-VS-S4.up-KEGG_z-score_elite|Gadult-VS-Sadult.down-KEGG_z-score_elite	1	42	-1.4322143727	0.172	0	42	-0.790640917424	0.654	0	42	-0.460742110422	1.0	0	42	-0.779101357374	0.7655	0	42	-0.653212650924	1.0	0	42	-0.610643428337	1.0	7	42	2.10530966684	0.0	1	42	-0.00377852712004	0.8225	9	42	3.10105749872	0.001	4	42	1.24276936435	0.328	0	42	-0.625143402003	1.0	1	42	1.55709679871	0.273
alpha-Linolenic acid metabolism:map00592	alpha-Linolenic acid metabolism:map00592	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	3	12	2.05704169803	0.048	1	12	2.00691496023	0.1505	0	12	-0.244742566082	1.0	0	12	-0.413852480876	1.0	0	12	-0.34698139538	1.0	0	12	-0.324368960926	1.0	0	12	-1.02050355948	0.7075	1	12	1.35112879111	0.3875	1	12	0.00129472272268	0.4875	0	12	-0.819243403085	0.613	0	12	-0.33207123229	1.0	0	12	-0.264461715412	1.0
Galactose metabolism:map00052	Galactose metabolism:map00052	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	9	24	5.12408126163	0.0	1	24	1.12492924906	0.2895	1	24	2.57705973861	0.1505	1	24	1.15837086194	0.174	0	24	-0.491929502363	1.0	0	24	-0.459870943097	1.0	1	24	-0.688733562378	0.418	0	24	-0.770203699166	0.622	3	24	0.744327917809	0.1405	1	24	-0.243864248813	0.8095	1	24	1.69324178007	0.1945	0	24	-0.374938027771	1.0
Glycerolipid metabolism:map00561	Glycerolipid metabolism:map00561	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	10	35	4.29340567304	0.0	1	35	0.707164818344	0.402	0	35	-0.419982203934	1.0	1	35	0.73822658379	0.2395	2	35	2.84528418761	0.0705	1	35	1.28136745194	0.3835	1	35	-1.12201277475	0.403	1	35	0.182315993353	0.7465	4	35	0.669830451388	0.4015	0	35	-1.40583493707	0.2885	2	35	3.02237007852	0.043	0	35	-0.453820583289	1.0
Glycosaminoglycan degradation:map00531	Glycosaminoglycan degradation:map00531	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite|Gadult-VS-Sadult.down-KEGG_z-score_elite	4	16	2.37723669811	0.0225	0	16	-0.485355794538	1.0	0	16	-0.282838704844	1.0	0	16	-0.478271931038	1.0	2	16	4.66779547458	0.018	1	16	2.33283152569	0.1945	0	16	-1.17935310426	0.5785	0	16	-0.627824487534	1.0	4	16	2.42243955588	0.007	0	16	-0.946765194096	0.6085	0	16	-0.383760776723	1.0	0	16	-0.305627297554	1.0
Starch and sucrose metabolism:map00500	Starch and sucrose metabolism:map00500	KEGG	GeneSet	G3-VS-S3.up-KEGG_z-score_elite|G5-VS-S5.down-KEGG_z-score_elite	12	53	3.73743591886	0.0	0	53	-0.890218079748	0.6485	1	53	1.46087649483	0.3085	0	53	-0.877225171383	0.723	3	53	3.47445590162	0.0385	1	53	0.811717693241	0.5135	0	53	-2.16311717637	0.134	0	53	-1.15152783999	0.4645	6	53	0.798662768013	0.47	5	53	1.36970672059	0.2945	0	53	-0.703877002358	1.0	0	53	-0.560568038969	1.0
Inositol phosphate metabolism:map00562	Inositol phosphate metabolism:map00562	KEGG	GeneSet	G3-VS-S3.up-KEGG_z-score_elite	1	38	-1.30530443289	0.227	0	38	-0.751419664398	0.704	2	38	4.223296374	0.0305	0	38	-0.740452546267	0.7865	4	38	5.98753740476	0.0	0	38	-0.580351294596	1.0	0	38	-1.82585460765	0.251	0	38	-0.971987294748	0.659	1	38	-1.27991581531	0.277	5	38	2.19111513771	0.1145	0	38	-0.59413196937	1.0	0	38	-0.473167033222	1.0
Pentose and glucuronate interconversions:map00040	Pentose and glucuronate interconversions:map00040	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite|Gadult-VS-Sadult.down-KEGG_z-score_elite	14	47	5.28974674772	0.0	0	47	-0.83725795625	0.6555	1	47	1.61165342364	0.284	2	47	1.68105367014	0.0635	0	47	-0.691726771352	1.0	0	47	-0.646647621619	1.0	2	47	-0.945782671983	0.585	0	47	-1.08302209066	0.4175	10	47	3.24581812311	0.0	2	47	-0.315456621933	0.962	2	47	2.44569599809	0.066	0	47	-0.52721918519	1.0
Butanoate metabolism:map00650	Butanoate metabolism:map00650	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	4	17	2.23262764545	0.0255	1	17	1.54071842354	0.2195	0	17	-0.291603943694	1.0	0	17	-0.493093692129	1.0	0	17	-0.413418658229	1.0	0	17	-0.386476573046	1.0	0	17	-1.21590153794	0.558	1	17	0.945975459242	0.482	3	17	1.39634878097	0.064	1	17	0.112593071659	0.7125	1	17	2.17186329098	0.1505	0	17	-0.315098760321	1.0
Tryptophan metabolism:map00380	Tryptophan metabolism:map00380	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	9	29	4.38191027514	0.0005	0	29	-0.655199024804	1.0	0	29	-0.381814012887	1.0	0	29	-0.645636265876	1.0	0	29	-0.541313107433	1.0	0	29	-0.506036267453	1.0	0	29	-1.592050641	0.3445	1	29	0.375389011385	0.6715	4	29	1.0726100135	0.0755	2	29	0.393199940449	0.8625	1	29	1.45265763063	0.2425	0	29	-0.412577143539	1.0
SNARE interactions in vesicular transport:map04130	SNARE interactions in vesicular transport:map04130	KEGG	GeneSet	Gadult-VS-Sadult.down-KEGG_z-score_elite	4	20	1.85455989236	0.049	1	20	1.33989289136	0.256	0	20	-0.31648592932	1.0	0	20	-0.535168397994	1.0	0	20	-0.44869485162	1.0	0	20	-0.419453851794	1.0	1	20	-0.489912258912	0.389	1	20	0.767312800091	0.5555	5	20	2.7106192361	0.0025	0	20	-1.05939483235	0.389	0	20	-0.429413952113	1.0	0	20	-0.341985512008	1.0
Ribosome:map03010	Ribosome:map03010	KEGG	GeneSet	G4-VS-S4.up-KEGG_z-score_elite|Gadult-VS-Sadult.down-KEGG_z-score_elite|Gegg-VS-Segg.down-KEGG_z-score_elite	16	139	1.31679177828	0.2755	2	139	-0.00332038209592	0.856	0	139	-0.855769578492	0.6465	4	139	1.52546730327	0.0195	0	139	-1.21325900607	0.425	0	139	-1.13419211628	0.414	66	139	17.7377713753	0.0	1	139	-1.32772270272	0.4985	26	139	4.56283789662	0.0	6	139	-0.520041545093	0.7585	5	139	3.4465409487	0.008	0	139	-0.924719775347	0.6415
Biosynthesis of amino acids:map01230	Biosynthesis of amino acids:map01230	KEGG	GeneSet	Gadult-VS-Sadult.up-KEGG_z-score_elite	7	54	1.19305310744	0.331	0	54	-0.898766431972	0.653	0	54	-0.523751722833	1.0	1	54	0.285086283445	0.319	0	54	-0.742543916778	0.654	0	54	-0.694153063924	1.0	0	54	-2.18388858951	0.1375	2	54	0.639199268383	0.647	2	54	-1.24251423645	0.4215	8	54	3.17156885059	0.0215	1	54	0.741143108785	0.417	0	54	-0.565950914415	1.0
Protein export:map03060	Protein export:map03060	KEGG	GeneSet	G4-VS-S4.up-KEGG_z-score_elite|Gadult-VS-Sadult.down-KEGG_z-score_elite	3	18	1.24944134346	0.1225	0	18	-0.515011213691	1.0	0	18	-0.300120254666	1.0	0	18	-0.507494523502	1.0	0	18	-0.425492575374	1.0	0	18	-0.397763644949	1.0	4	18	2.24562536305	0.001	0	18	-0.666184796696	1.0	4	18	2.14230753947	0.0155	1	18	0.0536316781902	0.7395	0	18	-0.407208702587	1.0	0	18	-0.324301238847	1.0
Biosynthesis of unsaturated fatty acids:map01040	Biosynthesis of unsaturated fatty acids:map01040	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	4	15	2.5335529798	0.0185	1	15	1.70218602166	0.198	0	15	-0.27380062272	1.0	0	15	-0.462988799994	1.0	0	15	-0.388178172878	1.0	0	15	-0.362880985169	1.0	1	15	-0.18455963864	0.4265	0	15	-0.607762419717	1.0	1	15	-0.23290978622	0.5685	0	15	-0.916511408352	0.6155	0	15	-0.371497740029	1.0	0	15	-0.295861008261	1.0
Pyruvate metabolism:map00620	Pyruvate metabolism:map00620	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite|Gadult-VS-Sadult.down-KEGG_z-score_elite	11	41	4.24910072215	0.0	1	41	0.539902467799	0.4365	0	41	-0.45512863697	1.0	1	41	0.5703057679	0.273	1	41	0.94624168253	0.4015	0	41	-0.603203625037	1.0	2	41	-0.733630685659	0.6075	2	41	1.05189493381	0.461	7	41	2.04524859182	0.0065	6	41	2.70383392837	0.064	2	41	2.705616915	0.0565	0	41	-0.491798799011	1.0
Oxidative phosphorylation:map00190	Oxidative phosphorylation:map00190	KEGG	GeneSet	G3-VS-S3.down-KEGG_z-score_elite|G4-VS-S4.up-KEGG_z-score_elite|Gegg-VS-Segg.up-KEGG_z-score_elite	9	102	0.124258746466	0.998	4	102	2.14558689569	0.053	0	102	-0.727220413047	0.6505	4	102	2.21262398379	0.0105	1	102	-0.00884444574677	0.7305	1	102	0.128239328399	0.7625	45	102	13.7904147702	0.0	2	102	-0.289775606429	0.981	12	102	1.28538354566	0.348	3	102	-1.07674125165	0.464	0	102	-0.986706082937	0.6345	6	102	7.22750110813	0.0
Lysosome:map04142	Lysosome:map04142	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	15	74	3.6927242001	0.0	1	74	-0.0664953948771	0.6535	0	74	-0.615718708887	1.0	0	74	-1.0411622272	0.577	2	74	1.51288070516	0.2425	2	74	1.7329062011	0.258	0	74	-2.56736351227	0.063	3	74	0.951804957951	0.5655	11	74	2.06861079272	0.076	2	74	-1.00484258697	0.502	0	74	-0.8354185121	0.6445	2	74	2.451951187	0.1075
Glutathione metabolism:map00480	Glutathione metabolism:map00480	KEGG	GeneSet	G3-VS-S3.down-KEGG_z-score_elite|G4-VS-S4.up-KEGG_z-score_elite|Gadult-VS-Sadult.down-KEGG_z-score_elite|Gegg-VS-Segg.down-KEGG_z-score_elite	6	44	1.23638544809	0.2025	2	44	1.74218765925	0.1305	1	44	1.69680842947	0.2795	3	44	3.08496040506	0.008	1	44	0.868384348743	0.434	1	44	1.01708807073	0.4475	7	44	1.96835042444	0.001	3	44	1.94057229023	0.2785	8	44	2.38870337262	0.0025	3	44	0.462384453951	0.738	3	44	4.17468726814	0.0085	0	44	-0.509794413743	1.0
Ascorbate and aldarate metabolism:map00053	Ascorbate and aldarate metabolism:map00053	KEGG	GeneSet	G3-VS-S3.up-KEGG_z-score_elite|G5-VS-S5.down-KEGG_z-score_elite	11	40	4.3495308534	0.0	0	40	-0.771263215954	0.669	2	40	4.09561175892	0.0425	0	40	-0.760006477276	0.7615	4	40	5.80651378219	0.0005	0	40	-0.595677258742	1.0	0	40	-1.87407192449	0.2255	0	40	-0.997655614208	0.6885	5	40	0.964138353033	0.306	6	40	2.77446160259	0.06	1	40	1.07203910138	0.3015	0	40	-0.485662466683	1.0
Fatty acid degradation:map00071	Fatty acid degradation:map00071	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	15	38	6.90644043301	0.0	2	38	1.99097962206	0.097	0	38	-0.437886117904	1.0	0	38	-0.740452546267	0.7625	0	38	-0.620808789579	1.0	0	38	-0.580351294596	1.0	0	38	-1.82585460765	0.2445	3	38	2.23901066036	0.1955	5	38	1.08728226719	0.307	0	38	-1.46576592351	0.1835	1	38	1.13069852066	0.304	0	38	-0.473167033222	1.0
Phototransduction - fly:map04745	Phototransduction - fly:map04745	KEGG	GeneSet	G5-VS-S5.up-KEGG_z-score_elite|Gadult-VS-Sadult.up-KEGG_z-score_elite	0	19	-1.33245726276	0.2845	0	19	-0.529233579372	1.0	0	19	-0.308408268396	1.0	0	19	-0.521509310952	1.0	0	19	-0.437242826321	1.0	0	19	-0.40874814366	1.0	1	19	-0.434852331338	0.392	3	19	3.83850423915	0.038	0	19	-1.31827080623	0.361	6	19	5.14904499467	0.0005	0	19	-0.418454032636	1.0	0	19	-0.333257025997	1.0
ECM-receptor interaction:map04512	ECM-receptor interaction:map04512	KEGG	GeneSet	G5-VS-S5.up-KEGG_z-score_elite	1	21	-0.615183976023	0.542	0	21	-0.556622386037	1.0	0	21	-0.324368960926	1.0	0	21	-0.548498372585	1.0	2	21	3.96912421125	0.029	1	21	1.93601948835	0.2545	0	21	-1.35252189478	0.465	5	21	6.45349120555	0.0015	0	21	-1.38649373397	0.3305	3	21	1.85528192864	0.1815	0	21	-0.44010979494	1.0	0	21	-0.350503687226	1.0
Drug metabolism - other enzymes:map00983	Drug metabolism - other enzymes:map00983	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	10	44	3.41951202686	0.001	2	44	1.74218765925	0.118	0	44	-0.471782438525	1.0	0	44	-0.797770227478	0.7495	0	44	-0.668864968835	1.0	0	44	-0.625275700167	1.0	0	44	-1.96719216245	0.187	0	44	-1.0472278462	0.4315	5	44	0.736713511673	0.571	2	44	-0.218153490099	0.957	0	44	-0.640123123009	1.0	0	44	-0.509794413743	1.0
Other glycan degradation:map00511	Other glycan degradation:map00511	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	5	14	3.66508044112	0.0005	0	14	-0.453820583289	1.0	0	14	-0.264461715412	1.0	0	14	-0.447196982413	1.0	1	14	2.33331969068	0.159	2	14	5.43638372025	0.0075	0	14	-1.10272653525	0.606	0	14	-0.587032602354	1.0	3	14	1.77997835916	0.0405	0	14	-0.885250650053	0.623	0	14	-0.358826538172	1.0	0	14	-0.285769656004	1.0
Propanoate metabolism:map00640	Propanoate metabolism:map00640	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	10	27	5.35152264034	0.0	0	27	-0.631938906016	1.0	0	27	-0.368259292934	1.0	0	27	-0.622715633107	1.0	0	27	-0.522096034904	1.0	0	27	-0.48807155254	1.0	1	27	-0.820364554197	0.387	1	27	0.449432546676	0.643	3	27	0.527297546165	0.5075	1	27	-0.367027664035	0.854	1	27	1.54188321077	0.227	0	27	-0.397930306464	1.0
beta-Alanine metabolism:map00410	beta-Alanine metabolism:map00410	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	8	24	4.38817113547	0.0005	1	24	1.12492924906	0.306	0	24	-0.34698139538	1.0	0	24	-0.586735334169	1.0	0	24	-0.491929502363	1.0	0	24	-0.459870943097	1.0	0	24	-1.44680900723	0.411	2	24	1.91554971732	0.2315	4	24	1.48682025506	0.037	1	24	-0.243864248813	0.811	1	24	1.69324178007	0.2065	0	24	-0.374938027771	1.0
Fatty acid metabolism:map01212	Fatty acid metabolism:map01212	KEGG	GeneSet	G5-VS-S5.down-KEGG_z-score_elite	10	42	3.59330507194	0.001	2	42	1.82008766297	0.1205	1	42	1.75795055226	0.251	1	42	0.54504359665	0.2905	0	42	-0.653212650924	1.0	0	42	-0.610643428337	1.0	1	42	-1.34594772014	0.331	3	42	2.03410709962	0.2335	3	42	-0.27925534628	0.9055	0	42	-1.54227333859	0.1945	0	42	-0.625143402003	1.0	0	42	-0.497864555542	1.0

GeneSet-ID	GeneSet-term	GeneSet-name	GeneSet-type	elite_term_in	number_changed.G1_2-VS-S1_2.down-DOMAIN_z-score_elite	number_measured.G1_2-VS-S1_2.down-DOMAIN_z-score_elite	 z_score.G1_2-VS-S1_2.down-DOMAIN_z-score_elite	permuteP.G1_2-VS-S1_2.down-DOMAIN_z-score_elite	number_changed.G1_2-VS-S1_2.up-DOMAIN_z-score_elite	number_measured.G1_2-VS-S1_2.up-DOMAIN_z-score_elite	 z_score.G1_2-VS-S1_2.up-DOMAIN_z-score_elite	permuteP.G1_2-VS-S1_2.up-DOMAIN_z-score_elite	number_changed.G3-VS-S3.down-DOMAIN_z-score_elite	number_measured.G3-VS-S3.down-DOMAIN_z-score_elite	 z_score.G3-VS-S3.down-DOMAIN_z-score_elite	permuteP.G3-VS-S3.down-DOMAIN_z-score_elite	number_changed.G3-VS-S3.up-DOMAIN_z-score_elite	number_measured.G3-VS-S3.up-DOMAIN_z-score_elite	 z_score.G3-VS-S3.up-DOMAIN_z-score_elite	permuteP.G3-VS-S3.up-DOMAIN_z-score_elite	number_changed.G4-VS-S4.down-DOMAIN_z-score_elite	number_measured.G4-VS-S4.down-DOMAIN_z-score_elite	 z_score.G4-VS-S4.down-DOMAIN_z-score_elite	permuteP.G4-VS-S4.down-DOMAIN_z-score_elite	number_changed.G4-VS-S4.up-DOMAIN_z-score_elite	number_measured.G4-VS-S4.up-DOMAIN_z-score_elite	 z_score.G4-VS-S4.up-DOMAIN_z-score_elite	permuteP.G4-VS-S4.up-DOMAIN_z-score_elite	number_changed.G5-VS-S5.down-DOMAIN_z-score_elite	number_measured.G5-VS-S5.down-DOMAIN_z-score_elite	 z_score.G5-VS-S5.down-DOMAIN_z-score_elite	permuteP.G5-VS-S5.down-DOMAIN_z-score_elite	number_changed.G5-VS-S5.up-DOMAIN_z-score_elite	number_measured.G5-VS-S5.up-DOMAIN_z-score_elite	 z_score.G5-VS-S5.up-DOMAIN_z-score_elite	permuteP.G5-VS-S5.up-DOMAIN_z-score_elite	number_changed.Gadult-VS-Sadult.down-DOMAIN_z-score_elite	number_measured.Gadult-VS-Sadult.down-DOMAIN_z-score_elite	 z_score.Gadult-VS-Sadult.down-DOMAIN_z-score_elite	permuteP.Gadult-VS-Sadult.down-DOMAIN_z-score_elite	number_changed.Gadult-VS-Sadult.up-DOMAIN_z-score_elite	number_measured.Gadult-VS-Sadult.up-DOMAIN_z-score_elite	 z_score.Gadult-VS-Sadult.up-DOMAIN_z-score_elite	permuteP.Gadult-VS-Sadult.up-DOMAIN_z-score_elite	number_changed.Gegg-VS-Segg.down-DOMAIN_z-score_elite	number_measured.Gegg-VS-Segg.down-DOMAIN_z-score_elite	 z_score.Gegg-VS-Segg.down-DOMAIN_z-score_elite	permuteP.Gegg-VS-Segg.down-DOMAIN_z-score_elite	number_changed.Gegg-VS-Segg.up-DOMAIN_z-score_elite	number_measured.Gegg-VS-Segg.up-DOMAIN_z-score_elite	 z_score.Gegg-VS-Segg.up-DOMAIN_z-score_elite	permuteP.Gegg-VS-Segg.up-DOMAIN_z-score_elite
Sodium:neurotransmitter symporter:IPR000175	Sodium:neurotransmitter symporter:IPR000175	DOMAIN	GeneSet	G5-VS-S5.up-DOMAIN_z-score_elite	0	19	-1.12412973649	0.3915	0	19	-0.484286213673	1.0	0	19	-0.286581211302	1.0	0	19	-0.406154579447	1.0	0	19	-0.370502158378	1.0	0	19	-0.512349116222	1.0	0	19	-0.805041586056	0.6725	3	19	2.99946887334	0.0315	0	19	-0.932184746322	0.6175	1	19	-0.363368486204	0.731	0	19	-0.233826332218	1.0	0	19	-0.202427671707	1.0
Tubulin:IPR000217	Tubulin:IPR000217	DOMAIN	GeneSet	Gadult-VS-Sadult.down-DOMAIN_z-score_elite	5	35	2.02339419057	0.085	0	35	-0.661101154843	1.0	0	35	-0.391213221437	1.0	1	35	1.30954234394	0.2435	0	35	-0.505774060587	1.0	1	35	0.785652971981	0.389	2	35	0.828661068799	0.3635	2	35	0.764998767018	0.408	7	35	4.6186556436	0.0015	4	35	0.91129115809	0.424	0	35	-0.319197313278	1.0	0	35	-0.276334869255	1.0
Glycoside hydrolase, family 31:IPR000322	Glycoside hydrolase, family 31:IPR000322	DOMAIN	GeneSet	G5-VS-S5.down-DOMAIN_z-score_elite	4	9	4.78992480653	0.0	1	9	2.73292417438	0.111	0	9	-0.196534541967	1.0	0	9	-0.27853676756	1.0	0	9	-0.254086692089	1.0	0	9	-0.351363923778	1.0	0	9	-0.552089506012	1.0	0	9	-0.56437706878	1.0	0	9	-0.639283019688	1.0	0	9	-0.852732433952	0.6545	0	9	-0.160355771034	1.0	0	9	-0.138822882211	1.0
Cytosolic fatty-acid binding:IPR000463	Cytosolic fatty-acid binding:IPR000463	DOMAIN	GeneSet	G1_2-VS-S1_2.down-DOMAIN_z-score_elite|G5-VS-S5.down-DOMAIN_z-score_elite	7	12	7.54559629061	0.0	5	12	12.9023289567	0.0	0	12	-0.227181559738	1.0	1	12	2.83513327181	0.0945	0	12	-0.293708222686	1.0	0	12	-0.406154579447	1.0	0	12	-0.638180717931	1.0	0	12	-0.652384367056	1.0	1	12	0.686475728609	0.494	1	12	0.118910446712	0.5615	1	12	5.26734680236	0.111	0	12	-0.160470513693	1.0
Histone H3:IPR000164	Histone H3:IPR000164	DOMAIN	GeneSet	Gadult-VS-Sadult.up-DOMAIN_z-score_elite	1	13	0.230526962518	0.602	0	13	-0.399727182718	1.0	1	13	4.04548427628	0.0965	0	13	-0.335237760661	1.0	0	13	-0.305810447992	1.0	0	13	-0.422890148457	1.0	1	13	0.904488632046	0.378	1	13	0.857790806118	0.41	1	13	0.600594057041	0.4915	7	13	6.40529517909	0.0	0	13	-0.192998971236	1.0	0	13	-0.167082689185	1.0
