GeneID	Ensembl	Pathway
LOCMI15716	En	Drug metabolism - cytochrome P450:map00982
LOCMI16007	En	Drug metabolism - cytochrome P450:map00982
LOCMI16979	En	Drug metabolism - cytochrome P450:map00982
LOCMI16983	En	Drug metabolism - cytochrome P450:map00982
LOCMI16984	En	Drug metabolism - cytochrome P450:map00982
LOCMI16990	En	Drug metabolism - cytochrome P450:map00982
LOCMI16992	En	Drug metabolism - cytochrome P450:map00982
LOCMI16994	En	Drug metabolism - cytochrome P450:map00982
LOCMI16996	En	Drug metabolism - cytochrome P450:map00982
LOCMI16997	En	Drug metabolism - cytochrome P450:map00982
LOCMI16998	En	Drug metabolism - cytochrome P450:map00982
LOCMI16999	En	Drug metabolism - cytochrome P450:map00982
LOCMI17001	En	Drug metabolism - cytochrome P450:map00982
LOCMI17012	En	Drug metabolism - cytochrome P450:map00982
LOCMI17015	En	Drug metabolism - cytochrome P450:map00982
LOCMI17023	En	Drug metabolism - cytochrome P450:map00982
LOCMI17030	En	Drug metabolism - cytochrome P450:map00982
LOCMI17032	En	Drug metabolism - cytochrome P450:map00982
LOCMI17034	En	Drug metabolism - cytochrome P450:map00982
LOCMI17035	En	Drug metabolism - cytochrome P450:map00982
LOCMI17036	En	Drug metabolism - cytochrome P450:map00982
LOCMI17039	En	Drug metabolism - cytochrome P450:map00982
LOCMI17043	En	Drug metabolism - cytochrome P450:map00982
LOCMI17044	En	Drug metabolism - cytochrome P450:map00982
LOCMI17045	En	Drug metabolism - cytochrome P450:map00982
LOCMI17046	En	Drug metabolism - cytochrome P450:map00982
LOCMI00426	En	Drug metabolism - other enzymes:map00983
LOCMI02534	En	Drug metabolism - other enzymes:map00983
LOCMI03958	En	Drug metabolism - other enzymes:map00983
LOCMI04164	En	Drug metabolism - other enzymes:map00983
LOCMI06016	En	Drug metabolism - other enzymes:map00983
LOCMI08740	En	Drug metabolism - other enzymes:map00983
LOCMI09166	En	Drug metabolism - other enzymes:map00983
LOCMI09732	En	Drug metabolism - other enzymes:map00983
LOCMI09785	En	Drug metabolism - other enzymes:map00983
LOCMI11370	En	Drug metabolism - other enzymes:map00983
LOCMI13010	En	Drug metabolism - other enzymes:map00983
LOCMI14674	En	Drug metabolism - other enzymes:map00983
LOCMI15048	En	Drug metabolism - other enzymes:map00983
LOCMI15049	En	Drug metabolism - other enzymes:map00983
LOCMI15409	En	Drug metabolism - other enzymes:map00983
LOCMI15579	En	Drug metabolism - other enzymes:map00983
LOCMI15586	En	Drug metabolism - other enzymes:map00983
LOCMI15588	En	Drug metabolism - other enzymes:map00983
LOCMI15639	En	Drug metabolism - other enzymes:map00983
LOCMI16287	En	Drug metabolism - other enzymes:map00983
LOCMI16979	En	Drug metabolism - other enzymes:map00983
LOCMI16983	En	Drug metabolism - other enzymes:map00983
LOCMI16984	En	Drug metabolism - other enzymes:map00983
LOCMI16990	En	Drug metabolism - other enzymes:map00983
LOCMI16992	En	Drug metabolism - other enzymes:map00983
LOCMI16994	En	Drug metabolism - other enzymes:map00983
LOCMI16996	En	Drug metabolism - other enzymes:map00983
LOCMI16997	En	Drug metabolism - other enzymes:map00983
LOCMI16998	En	Drug metabolism - other enzymes:map00983
LOCMI16999	En	Drug metabolism - other enzymes:map00983
LOCMI17001	En	Drug metabolism - other enzymes:map00983
LOCMI17012	En	Drug metabolism - other enzymes:map00983
LOCMI17015	En	Drug metabolism - other enzymes:map00983
LOCMI17023	En	Drug metabolism - other enzymes:map00983
LOCMI17030	En	Drug metabolism - other enzymes:map00983
LOCMI17032	En	Drug metabolism - other enzymes:map00983
LOCMI17034	En	Drug metabolism - other enzymes:map00983
LOCMI17035	En	Drug metabolism - other enzymes:map00983
LOCMI17036	En	Drug metabolism - other enzymes:map00983
LOCMI17039	En	Drug metabolism - other enzymes:map00983
LOCMI17043	En	Drug metabolism - other enzymes:map00983
LOCMI17044	En	Drug metabolism - other enzymes:map00983
LOCMI17045	En	Drug metabolism - other enzymes:map00983
LOCMI17046	En	Drug metabolism - other enzymes:map00983
LOCMI15806	En	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15809	En	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15813	En	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15827	En	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15828	En	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15841	En	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15844	En	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15853	En	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15872	En	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15881	En	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15898	En	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15961	En	Biosynthesis of unsaturated fatty acids:map01040
LOCMI15991	En	Biosynthesis of unsaturated fatty acids:map01040
LOCMI16015	En	Biosynthesis of unsaturated fatty acids:map01040
LOCMI16041	En	Biosynthesis of unsaturated fatty acids:map01040
LOCMI00304	En	Carbon metabolism:map01200
LOCMI02016	En	Carbon metabolism:map01200
LOCMI02211	En	Carbon metabolism:map01200
LOCMI02552	En	Carbon metabolism:map01200
LOCMI03491	En	Carbon metabolism:map01200
LOCMI03647	En	Carbon metabolism:map01200
LOCMI03752	En	Carbon metabolism:map01200
LOCMI03862	En	Carbon metabolism:map01200
LOCMI04080	En	Carbon metabolism:map01200
LOCMI04306	En	Carbon metabolism:map01200
LOCMI04601	En	Carbon metabolism:map01200
LOCMI05605	En	Carbon metabolism:map01200
LOCMI05806	En	Carbon metabolism:map01200
LOCMI06609	En	Carbon metabolism:map01200
LOCMI06889	En	Carbon metabolism:map01200
LOCMI07298	En	Carbon metabolism:map01200
LOCMI07462	En	Carbon metabolism:map01200
LOCMI08123	En	Carbon metabolism:map01200
LOCMI08995	En	Carbon metabolism:map01200
LOCMI09897	En	Carbon metabolism:map01200
LOCMI09995	En	Carbon metabolism:map01200
LOCMI10291	En	Carbon metabolism:map01200
LOCMI10311	En	Carbon metabolism:map01200
LOCMI11413	En	Carbon metabolism:map01200
LOCMI11659	En	Carbon metabolism:map01200
LOCMI12133	En	Carbon metabolism:map01200
LOCMI12587	En	Carbon metabolism:map01200
LOCMI13330	En	Carbon metabolism:map01200
LOCMI14004	En	Carbon metabolism:map01200
LOCMI14899	En	Carbon metabolism:map01200
LOCMI15766	En	Carbon metabolism:map01200
LOCMI15768	En	Carbon metabolism:map01200
LOCMI15779	En	Carbon metabolism:map01200
LOCMI15780	En	Carbon metabolism:map01200
LOCMI15789	En	Carbon metabolism:map01200
LOCMI15796	En	Carbon metabolism:map01200
LOCMI15802	En	Carbon metabolism:map01200
LOCMI15803	En	Carbon metabolism:map01200
LOCMI15806	En	Carbon metabolism:map01200
LOCMI15817	En	Carbon metabolism:map01200
LOCMI15819	En	Carbon metabolism:map01200
LOCMI15822	En	Carbon metabolism:map01200
LOCMI15833	En	Carbon metabolism:map01200
LOCMI15850	En	Carbon metabolism:map01200
LOCMI15876	En	Carbon metabolism:map01200
LOCMI15878	En	Carbon metabolism:map01200
LOCMI15879	En	Carbon metabolism:map01200
LOCMI15889	En	Carbon metabolism:map01200
LOCMI15899	En	Carbon metabolism:map01200
LOCMI15903	En	Carbon metabolism:map01200
LOCMI15908	En	Carbon metabolism:map01200
LOCMI15918	En	Carbon metabolism:map01200
LOCMI15924	En	Carbon metabolism:map01200
LOCMI15927	En	Carbon metabolism:map01200
LOCMI15939	En	Carbon metabolism:map01200
LOCMI15940	En	Carbon metabolism:map01200
LOCMI15947	En	Carbon metabolism:map01200
LOCMI15957	En	Carbon metabolism:map01200
LOCMI15962	En	Carbon metabolism:map01200
LOCMI15964	En	Carbon metabolism:map01200
LOCMI15965	En	Carbon metabolism:map01200
LOCMI15967	En	Carbon metabolism:map01200
LOCMI15975	En	Carbon metabolism:map01200
LOCMI15978	En	Carbon metabolism:map01200
LOCMI15982	En	Carbon metabolism:map01200
LOCMI15989	En	Carbon metabolism:map01200
LOCMI15993	En	Carbon metabolism:map01200
LOCMI15994	En	Carbon metabolism:map01200
LOCMI15995	En	Carbon metabolism:map01200
LOCMI16000	En	Carbon metabolism:map01200
LOCMI16007	En	Carbon metabolism:map01200
LOCMI16012	En	Carbon metabolism:map01200
LOCMI16016	En	Carbon metabolism:map01200
LOCMI16031	En	Carbon metabolism:map01200
LOCMI16039	En	Carbon metabolism:map01200
LOCMI16040	En	Carbon metabolism:map01200
LOCMI16048	En	Carbon metabolism:map01200
LOCMI16055	En	Carbon metabolism:map01200
LOCMI16063	En	Carbon metabolism:map01200
LOCMI16069	En	Carbon metabolism:map01200
LOCMI16075	En	Carbon metabolism:map01200
LOCMI16077	En	Carbon metabolism:map01200
LOCMI16081	En	Carbon metabolism:map01200
LOCMI16298	En	Carbon metabolism:map01200
LOCMI16359	En	Carbon metabolism:map01200
LOCMI16371	En	Carbon metabolism:map01200
LOCMI16875	En	Carbon metabolism:map01200
LOCMI16955	En	Carbon metabolism:map01200
LOCMI02165	En	2-Oxocarboxylic acid metabolism:map01210
LOCMI02211	En	2-Oxocarboxylic acid metabolism:map01210
LOCMI05806	En	2-Oxocarboxylic acid metabolism:map01210
LOCMI10153	En	2-Oxocarboxylic acid metabolism:map01210
LOCMI10311	En	2-Oxocarboxylic acid metabolism:map01210
LOCMI14899	En	2-Oxocarboxylic acid metabolism:map01210
LOCMI15768	En	2-Oxocarboxylic acid metabolism:map01210
LOCMI15819	En	2-Oxocarboxylic acid metabolism:map01210
LOCMI15908	En	2-Oxocarboxylic acid metabolism:map01210
LOCMI15957	En	2-Oxocarboxylic acid metabolism:map01210
LOCMI15965	En	2-Oxocarboxylic acid metabolism:map01210
LOCMI15989	En	2-Oxocarboxylic acid metabolism:map01210
LOCMI16000	En	2-Oxocarboxylic acid metabolism:map01210
LOCMI16012	En	2-Oxocarboxylic acid metabolism:map01210
LOCMI15764	En	Fatty acid metabolism:map01212
LOCMI15806	En	Fatty acid metabolism:map01212
LOCMI15809	En	Fatty acid metabolism:map01212
LOCMI15813	En	Fatty acid metabolism:map01212
LOCMI15821	En	Fatty acid metabolism:map01212
LOCMI15827	En	Fatty acid metabolism:map01212
LOCMI15828	En	Fatty acid metabolism:map01212
LOCMI15841	En	Fatty acid metabolism:map01212
LOCMI15844	En	Fatty acid metabolism:map01212
LOCMI15853	En	Fatty acid metabolism:map01212
LOCMI15857	En	Fatty acid metabolism:map01212
LOCMI15872	En	Fatty acid metabolism:map01212
LOCMI15881	En	Fatty acid metabolism:map01212
LOCMI15897	En	Fatty acid metabolism:map01212
LOCMI15898	En	Fatty acid metabolism:map01212
LOCMI15899	En	Fatty acid metabolism:map01212
LOCMI15900	En	Fatty acid metabolism:map01212
LOCMI15923	En	Fatty acid metabolism:map01212
LOCMI15937	En	Fatty acid metabolism:map01212
LOCMI15939	En	Fatty acid metabolism:map01212
LOCMI15940	En	Fatty acid metabolism:map01212
LOCMI15944	En	Fatty acid metabolism:map01212
LOCMI15945	En	Fatty acid metabolism:map01212
LOCMI15961	En	Fatty acid metabolism:map01212
LOCMI15972	En	Fatty acid metabolism:map01212
LOCMI15987	En	Fatty acid metabolism:map01212
LOCMI15991	En	Fatty acid metabolism:map01212
LOCMI16005	En	Fatty acid metabolism:map01212
LOCMI16015	En	Fatty acid metabolism:map01212
LOCMI16020	En	Fatty acid metabolism:map01212
LOCMI16025	En	Fatty acid metabolism:map01212
LOCMI16041	En	Fatty acid metabolism:map01212
LOCMI16046	En	Fatty acid metabolism:map01212
LOCMI16047	En	Fatty acid metabolism:map01212
LOCMI16050	En	Fatty acid metabolism:map01212
LOCMI16095	En	Fatty acid metabolism:map01212
LOCMI16101	En	Fatty acid metabolism:map01212
LOCMI16298	En	Fatty acid metabolism:map01212
LOCMI16324	En	Fatty acid metabolism:map01212
LOCMI16359	En	Fatty acid metabolism:map01212
LOCMI16371	En	Fatty acid metabolism:map01212
LOCMI16955	En	Fatty acid metabolism:map01212
LOCMI03491	En	Degradation of aromatic compounds:map01220
LOCMI07298	En	Degradation of aromatic compounds:map01220
LOCMI16007	En	Degradation of aromatic compounds:map01220
LOCMI02099	En	Biosynthesis of amino acids:map01230
LOCMI02165	En	Biosynthesis of amino acids:map01230
LOCMI02211	En	Biosynthesis of amino acids:map01230
LOCMI02552	En	Biosynthesis of amino acids:map01230
LOCMI03210	En	Biosynthesis of amino acids:map01230
LOCMI03848	En	Biosynthesis of amino acids:map01230
LOCMI03980	En	Biosynthesis of amino acids:map01230
LOCMI04776	En	Biosynthesis of amino acids:map01230
LOCMI05252	En	Biosynthesis of amino acids:map01230
LOCMI05554	En	Biosynthesis of amino acids:map01230
LOCMI05771	En	Biosynthesis of amino acids:map01230
LOCMI05806	En	Biosynthesis of amino acids:map01230
LOCMI06263	En	Biosynthesis of amino acids:map01230
LOCMI06889	En	Biosynthesis of amino acids:map01230
LOCMI08123	En	Biosynthesis of amino acids:map01230
LOCMI08549	En	Biosynthesis of amino acids:map01230
LOCMI08638	En	Biosynthesis of amino acids:map01230
LOCMI09897	En	Biosynthesis of amino acids:map01230
LOCMI10153	En	Biosynthesis of amino acids:map01230
LOCMI10181	En	Biosynthesis of amino acids:map01230
LOCMI10291	En	Biosynthesis of amino acids:map01230
LOCMI10311	En	Biosynthesis of amino acids:map01230
LOCMI10825	En	Biosynthesis of amino acids:map01230
LOCMI10932	En	Biosynthesis of amino acids:map01230
LOCMI11494	En	Biosynthesis of amino acids:map01230
LOCMI12565	En	Biosynthesis of amino acids:map01230
LOCMI13330	En	Biosynthesis of amino acids:map01230
LOCMI14899	En	Biosynthesis of amino acids:map01230
LOCMI15768	En	Biosynthesis of amino acids:map01230
LOCMI15779	En	Biosynthesis of amino acids:map01230
LOCMI15780	En	Biosynthesis of amino acids:map01230
LOCMI15789	En	Biosynthesis of amino acids:map01230
LOCMI15802	En	Biosynthesis of amino acids:map01230
LOCMI15817	En	Biosynthesis of amino acids:map01230
LOCMI15819	En	Biosynthesis of amino acids:map01230
LOCMI15903	En	Biosynthesis of amino acids:map01230
LOCMI15908	En	Biosynthesis of amino acids:map01230
LOCMI15912	En	Biosynthesis of amino acids:map01230
LOCMI15924	En	Biosynthesis of amino acids:map01230
LOCMI15947	En	Biosynthesis of amino acids:map01230
LOCMI15957	En	Biosynthesis of amino acids:map01230
LOCMI15965	En	Biosynthesis of amino acids:map01230
LOCMI15989	En	Biosynthesis of amino acids:map01230
LOCMI15994	En	Biosynthesis of amino acids:map01230
LOCMI16000	En	Biosynthesis of amino acids:map01230
LOCMI16012	En	Biosynthesis of amino acids:map01230
LOCMI16016	En	Biosynthesis of amino acids:map01230
LOCMI16031	En	Biosynthesis of amino acids:map01230
LOCMI16040	En	Biosynthesis of amino acids:map01230
LOCMI16048	En	Biosynthesis of amino acids:map01230
LOCMI16063	En	Biosynthesis of amino acids:map01230
LOCMI16069	En	Biosynthesis of amino acids:map01230
LOCMI16397	En	Biosynthesis of amino acids:map01230
LOCMI16875	En	Biosynthesis of amino acids:map01230
LOCMI04335	En	ABC transporters:map02010
LOCMI04392	En	ABC transporters:map02010
LOCMI04741	En	ABC transporters:map02010
LOCMI04910	En	ABC transporters:map02010
LOCMI05436	En	ABC transporters:map02010
LOCMI05757	En	ABC transporters:map02010
LOCMI06158	En	ABC transporters:map02010
LOCMI06922	En	ABC transporters:map02010
LOCMI07427	En	ABC transporters:map02010
LOCMI07908	En	ABC transporters:map02010
LOCMI09550	En	ABC transporters:map02010
LOCMI09691	En	ABC transporters:map02010
LOCMI10509	En	ABC transporters:map02010
LOCMI13212	En	ABC transporters:map02010
LOCMI13213	En	ABC transporters:map02010
LOCMI13215	En	ABC transporters:map02010
LOCMI13217	En	ABC transporters:map02010
LOCMI13654	En	ABC transporters:map02010
LOCMI15545	En	ABC transporters:map02010
LOCMI17172	En	ABC transporters:map02010
LOCMI00350	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI00505	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI00706	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI00918	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI01644	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI02264	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI02415	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI02889	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI03764	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI04311	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI04507	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI04788	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI05604	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI05914	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI05944	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI06145	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI06180	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI06505	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI06579	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI06666	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI06717	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI06867	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI07008	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI07259	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI07318	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI07700	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI07761	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI08055	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI08574	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI08627	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI08646	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI08902	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI08961	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI09161	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI09247	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI09418	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI09448	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI09982	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI10078	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI10417	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI10705	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI11048	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI11621	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI11692	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI11986	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI12333	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI12558	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI13003	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI13567	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI13747	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI13900	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI14275	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI14370	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI14938	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI15020	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI15286	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI17080	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI17137	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI17163	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI17183	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI17184	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI17201	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI17254	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI17264	En	Ribosome biogenesis in eukaryotes:map03008
LOCMI00031	En	Ribosome:map03010
LOCMI00130	En	Ribosome:map03010
LOCMI00132	En	Ribosome:map03010
LOCMI00147	En	Ribosome:map03010
LOCMI00151	En	Ribosome:map03010
LOCMI00296	En	Ribosome:map03010
LOCMI00363	En	Ribosome:map03010
LOCMI00394	En	Ribosome:map03010
LOCMI00502	En	Ribosome:map03010
LOCMI00562	En	Ribosome:map03010
LOCMI00680	En	Ribosome:map03010
LOCMI01005	En	Ribosome:map03010
LOCMI01110	En	Ribosome:map03010
LOCMI01159	En	Ribosome:map03010
LOCMI01183	En	Ribosome:map03010
LOCMI01241	En	Ribosome:map03010
LOCMI01249	En	Ribosome:map03010
LOCMI01469	En	Ribosome:map03010
LOCMI01674	En	Ribosome:map03010
LOCMI01789	En	Ribosome:map03010
LOCMI01797	En	Ribosome:map03010
LOCMI01847	En	Ribosome:map03010
LOCMI02068	En	Ribosome:map03010
LOCMI02121	En	Ribosome:map03010
LOCMI02239	En	Ribosome:map03010
LOCMI02278	En	Ribosome:map03010
LOCMI02563	En	Ribosome:map03010
LOCMI02613	En	Ribosome:map03010
LOCMI02643	En	Ribosome:map03010
LOCMI02690	En	Ribosome:map03010
LOCMI02717	En	Ribosome:map03010
LOCMI02771	En	Ribosome:map03010
LOCMI03012	En	Ribosome:map03010
LOCMI03069	En	Ribosome:map03010
LOCMI03146	En	Ribosome:map03010
LOCMI03326	En	Ribosome:map03010
LOCMI03469	En	Ribosome:map03010
LOCMI03696	En	Ribosome:map03010
LOCMI03768	En	Ribosome:map03010
LOCMI03823	En	Ribosome:map03010
LOCMI04006	En	Ribosome:map03010
LOCMI04171	En	Ribosome:map03010
LOCMI04549	En	Ribosome:map03010
LOCMI04669	En	Ribosome:map03010
LOCMI04836	En	Ribosome:map03010
LOCMI04863	En	Ribosome:map03010
LOCMI05114	En	Ribosome:map03010
LOCMI05261	En	Ribosome:map03010
LOCMI05430	En	Ribosome:map03010
LOCMI05511	En	Ribosome:map03010
LOCMI05551	En	Ribosome:map03010
LOCMI05567	En	Ribosome:map03010
LOCMI05642	En	Ribosome:map03010
LOCMI05902	En	Ribosome:map03010
LOCMI05931	En	Ribosome:map03010
LOCMI06222	En	Ribosome:map03010
LOCMI06257	En	Ribosome:map03010
LOCMI06296	En	Ribosome:map03010
LOCMI06322	En	Ribosome:map03010
LOCMI06498	En	Ribosome:map03010
LOCMI06694	En	Ribosome:map03010
LOCMI06804	En	Ribosome:map03010
LOCMI06878	En	Ribosome:map03010
LOCMI07012	En	Ribosome:map03010
LOCMI07242	En	Ribosome:map03010
LOCMI07300	En	Ribosome:map03010
LOCMI07458	En	Ribosome:map03010
LOCMI07471	En	Ribosome:map03010
LOCMI07483	En	Ribosome:map03010
LOCMI07502	En	Ribosome:map03010
LOCMI07539	En	Ribosome:map03010
LOCMI07717	En	Ribosome:map03010
LOCMI07867	En	Ribosome:map03010
LOCMI07886	En	Ribosome:map03010
LOCMI08029	En	Ribosome:map03010
LOCMI08031	En	Ribosome:map03010
LOCMI08036	En	Ribosome:map03010
LOCMI08050	En	Ribosome:map03010
LOCMI08247	En	Ribosome:map03010
LOCMI08528	En	Ribosome:map03010
LOCMI08559	En	Ribosome:map03010
LOCMI08723	En	Ribosome:map03010
LOCMI09201	En	Ribosome:map03010
LOCMI09269	En	Ribosome:map03010
LOCMI09316	En	Ribosome:map03010
LOCMI09378	En	Ribosome:map03010
LOCMI09539	En	Ribosome:map03010
LOCMI09605	En	Ribosome:map03010
LOCMI09637	En	Ribosome:map03010
LOCMI09674	En	Ribosome:map03010
LOCMI09731	En	Ribosome:map03010
LOCMI09740	En	Ribosome:map03010
LOCMI09756	En	Ribosome:map03010
LOCMI10036	En	Ribosome:map03010
LOCMI10146	En	Ribosome:map03010
LOCMI10169	En	Ribosome:map03010
LOCMI10170	En	Ribosome:map03010
LOCMI10197	En	Ribosome:map03010
LOCMI10269	En	Ribosome:map03010
LOCMI10292	En	Ribosome:map03010
LOCMI10304	En	Ribosome:map03010
LOCMI10394	En	Ribosome:map03010
LOCMI10478	En	Ribosome:map03010
LOCMI10485	En	Ribosome:map03010
LOCMI10600	En	Ribosome:map03010
LOCMI10621	En	Ribosome:map03010
LOCMI11068	En	Ribosome:map03010
LOCMI11142	En	Ribosome:map03010
LOCMI11190	En	Ribosome:map03010
LOCMI11278	En	Ribosome:map03010
LOCMI11304	En	Ribosome:map03010
LOCMI11493	En	Ribosome:map03010
LOCMI11496	En	Ribosome:map03010
LOCMI11617	En	Ribosome:map03010
LOCMI12059	En	Ribosome:map03010
LOCMI12147	En	Ribosome:map03010
LOCMI12288	En	Ribosome:map03010
LOCMI12362	En	Ribosome:map03010
LOCMI12399	En	Ribosome:map03010
LOCMI13315	En	Ribosome:map03010
LOCMI13355	En	Ribosome:map03010
LOCMI13370	En	Ribosome:map03010
LOCMI13397	En	Ribosome:map03010
LOCMI13492	En	Ribosome:map03010
LOCMI13545	En	Ribosome:map03010
LOCMI13563	En	Ribosome:map03010
LOCMI13569	En	Ribosome:map03010
LOCMI13597	En	Ribosome:map03010
LOCMI13626	En	Ribosome:map03010
LOCMI13842	En	Ribosome:map03010
LOCMI14132	En	Ribosome:map03010
LOCMI14188	En	Ribosome:map03010
LOCMI14244	En	Ribosome:map03010
LOCMI14272	En	Ribosome:map03010
LOCMI14780	En	Ribosome:map03010
LOCMI14819	En	Ribosome:map03010
LOCMI15205	En	Ribosome:map03010
LOCMI15434	En	Ribosome:map03010
LOCMI16282	En	Ribosome:map03010
LOCMI00229	En	RNA transport:map03013
LOCMI00503	En	RNA transport:map03013
LOCMI00691	En	RNA transport:map03013
LOCMI00734	En	RNA transport:map03013
LOCMI01203	En	RNA transport:map03013
LOCMI01347	En	RNA transport:map03013
LOCMI01978	En	RNA transport:map03013
LOCMI02669	En	RNA transport:map03013
LOCMI02948	En	RNA transport:map03013
LOCMI02969	En	RNA transport:map03013
LOCMI03485	En	RNA transport:map03013
LOCMI03565	En	RNA transport:map03013
LOCMI03646	En	RNA transport:map03013
LOCMI03764	En	RNA transport:map03013
LOCMI04027	En	RNA transport:map03013
LOCMI04042	En	RNA transport:map03013
LOCMI04290	En	RNA transport:map03013
LOCMI04547	En	RNA transport:map03013
LOCMI04658	En	RNA transport:map03013
LOCMI05054	En	RNA transport:map03013
LOCMI05106	En	RNA transport:map03013
LOCMI05218	En	RNA transport:map03013
LOCMI05324	En	RNA transport:map03013
LOCMI05716	En	RNA transport:map03013
LOCMI05872	En	RNA transport:map03013
LOCMI05948	En	RNA transport:map03013
LOCMI06065	En	RNA transport:map03013
LOCMI06068	En	RNA transport:map03013
LOCMI06180	En	RNA transport:map03013
LOCMI06244	En	RNA transport:map03013
LOCMI06342	En	RNA transport:map03013
LOCMI06493	En	RNA transport:map03013
LOCMI06505	En	RNA transport:map03013
LOCMI06742	En	RNA transport:map03013
LOCMI06824	En	RNA transport:map03013
LOCMI07125	En	RNA transport:map03013
LOCMI07133	En	RNA transport:map03013
LOCMI07237	En	RNA transport:map03013
LOCMI07313	En	RNA transport:map03013
LOCMI07350	En	RNA transport:map03013
LOCMI07368	En	RNA transport:map03013
LOCMI07431	En	RNA transport:map03013
LOCMI07480	En	RNA transport:map03013
LOCMI07700	En	RNA transport:map03013
LOCMI07818	En	RNA transport:map03013
LOCMI07860	En	RNA transport:map03013
LOCMI08080	En	RNA transport:map03013
LOCMI08132	En	RNA transport:map03013
LOCMI08385	En	RNA transport:map03013
LOCMI08609	En	RNA transport:map03013
LOCMI08616	En	RNA transport:map03013
LOCMI08637	En	RNA transport:map03013
LOCMI08703	En	RNA transport:map03013
LOCMI08879	En	RNA transport:map03013
LOCMI08890	En	RNA transport:map03013
LOCMI09017	En	RNA transport:map03013
LOCMI09094	En	RNA transport:map03013
LOCMI09216	En	RNA transport:map03013
